peak_name,chr,start,end
Merged-chr19-3400262-1,chr19,3400162,3400362
Merged-chr19-3406079-1,chr19,3405979,3406179
Merged-chr19-3413661-1,chr19,3413561,3413761
Merged-chr19-3414752-1,chr19,3414652,3414852
Merged-chr19-3419474-1,chr19,3419374,3419574
Merged-chr19-3420164-1,chr19,3420064,3420264
Merged-chr19-3421977-1,chr19,3421877,3422077
Merged-chr19-3428145-3,chr19,3427993,3428309
Merged-chr19-3433572-1,chr19,3433472,3433672
Merged-chr19-3437010-2,chr19,3436906,3437115
Merged-chr19-3438298-1,chr19,3438198,3438398
Merged-chr19-3438844-1,chr19,3438744,3438944
Merged-chr19-3440670-1,chr19,3440570,3440770
Merged-chr19-3441463-2,chr19,3441353,3441573
Merged-chr19-3447220-1,chr19,3447120,3447320
Merged-chr19-3449492-1,chr19,3449392,3449592
Merged-chr19-3451399-16,chr19,3451246,3451553
Merged-chr19-3451936-2,chr19,3451828,3452045
Merged-chr19-3453290-1,chr19,3453190,3453390
Merged-chr19-3457055-1,chr19,3456955,3457155
Merged-chr19-3460449-1,chr19,3460349,3460549
Merged-chr19-3464882-1,chr19,3464782,3464982
Merged-chr19-3466436-1,chr19,3466336,3466536
Merged-chr19-3478790-1,chr19,3478690,3478890
Merged-chr19-3480351-1,chr19,3480251,3480451
Merged-chr19-3483867-1,chr19,3483767,3483967
Merged-chr19-3490089-1,chr19,3489989,3490189
Merged-chr19-3526357-4,chr19,3526242,3526478
Merged-chr19-3529494-1,chr19,3529394,3529594
Merged-chr19-3533466-7,chr19,3533225,3533690
Merged-chr19-3537899-1,chr19,3537799,3537999
Merged-chr19-3546199-2,chr19,3546068,3546331
Merged-chr19-3548449-1,chr19,3548349,3548549
Merged-chr19-3549046-1,chr19,3548946,3549146
Merged-chr19-3554312-1,chr19,3554212,3554412
Merged-chr19-3556358-1,chr19,3556258,3556458
Merged-chr19-3557097-11,chr19,3556955,3557246
Merged-chr19-3559394-1,chr19,3559294,3559494
Merged-chr19-3560876-3,chr19,3560682,3561057
Merged-chr19-3565741-1,chr19,3565641,3565841
Merged-chr19-3567286-1,chr19,3567186,3567386
Merged-chr19-3569610-1,chr19,3569510,3569710
Merged-chr19-3575986-70,chr19,3575696,3576188
Merged-chr19-3581514-4,chr19,3581388,3581639
Merged-chr19-3585857-1,chr19,3585757,3585957
Merged-chr19-3586726-7,chr19,3586536,3586902
Merged-chr19-3588003-4,chr19,3587814,3588271
Merged-chr19-3600581-1,chr19,3600481,3600681
Merged-chr19-3602272-1,chr19,3602172,3602372
Merged-chr19-3603866-1,chr19,3603766,3603966
Merged-chr19-3605550-1,chr19,3605450,3605650
Merged-chr19-3606206-1,chr19,3606106,3606306
Merged-chr19-3614792-1,chr19,3614692,3614892
Merged-chr19-3616238-1,chr19,3616138,3616338
Merged-chr19-3633391-1,chr19,3633291,3633491
Merged-chr19-3649052-1,chr19,3648952,3649152
Merged-chr19-3650759-1,chr19,3650659,3650859
Merged-chr19-3653322-1,chr19,3653222,3653422
Merged-chr19-3654782-2,chr19,3654678,3654887
Merged-chr19-3655198-14,chr19,3655014,3655400
Merged-chr19-3656515-1,chr19,3656415,3656615
Merged-chr19-3660252-2,chr19,3660067,3660438
Merged-chr19-3662804-1,chr19,3662704,3662904
Merged-chr19-3665672-3,chr19,3665471,3665837
Merged-chr19-3667560-2,chr19,3667373,3667747
Merged-chr19-3668230-12,chr19,3668022,3668561
Merged-chr19-3669287-20,chr19,3669087,3669470
Merged-chr19-3669748-1,chr19,3669648,3669848
Merged-chr19-3671782-1,chr19,3671682,3671882
Merged-chr19-3674649-1,chr19,3674549,3674749
Merged-chr19-3681506-1,chr19,3681406,3681606
Merged-chr19-3682834-1,chr19,3682734,3682934
Merged-chr19-3685632-1,chr19,3685532,3685732
Merged-chr19-3686559-10,chr19,3686318,3686742
Merged-chr19-3688907-1,chr19,3688807,3689007
Merged-chr19-3699200-1,chr19,3699100,3699300
Merged-chr19-3699663-18,chr19,3699523,3699843
Merged-chr19-3702304-1,chr19,3702204,3702404
Merged-chr19-3705477-1,chr19,3705377,3705577
Merged-chr19-3708277-60,chr19,3708113,3708473
Merged-chr19-3719287-42,chr19,3718999,3719871
Merged-chr19-3722149-1,chr19,3722049,3722249
Merged-chr19-3724111-1,chr19,3724011,3724211
Merged-chr19-3724987-5,chr19,3724863,3725137
Merged-chr19-3729038-2,chr19,3728881,3729196
Merged-chr19-3731311-34,chr19,3731070,3731581
Merged-chr19-3739985-1,chr19,3739885,3740085
Merged-chr19-3744388-3,chr19,3744256,3744515
Merged-chr19-3751102-1,chr19,3751002,3751202
Merged-chr19-3752791-2,chr19,3752654,3752928
Merged-chr19-3753534-1,chr19,3753434,3753634
Merged-chr19-3754213-1,chr19,3754113,3754313
Merged-chr19-3755280-1,chr19,3755180,3755380
Merged-chr19-3756725-1,chr19,3756625,3756825
Merged-chr19-3765940-1,chr19,3765840,3766040
Merged-chr19-3767378-2,chr19,3767231,3767525
Merged-chr19-3767829-27,chr19,3767543,3768406
Merged-chr19-3768917-60,chr19,3768652,3769101
Merged-chr19-3774287-1,chr19,3774187,3774387
Merged-chr19-3778355-1,chr19,3778255,3778455
Merged-chr19-3795649-1,chr19,3795549,3795749
Merged-chr19-3805712-17,chr19,3805561,3805862
Merged-chr19-3807067-1,chr19,3806967,3807167
Merged-chr19-3809501-1,chr19,3809401,3809601
Merged-chr19-3834613-1,chr19,3834513,3834713
Merged-chr19-3835554-1,chr19,3835454,3835654
Merged-chr19-3836973-4,chr19,3836834,3837132
Merged-chr19-3842471-1,chr19,3842371,3842571
Merged-chr19-3843758-1,chr19,3843658,3843858
Merged-chr19-3851741-61,chr19,3851508,3851982
Merged-chr19-3852225-1,chr19,3852125,3852325
Merged-chr19-3852554-1,chr19,3852454,3852654
Merged-chr19-3867127-1,chr19,3867027,3867227
Merged-chr19-3870131-1,chr19,3870031,3870231
Merged-chr19-3871472-3,chr19,3871355,3871590
Merged-chr19-3872622-1,chr19,3872522,3872722
Merged-chr19-3874432-1,chr19,3874332,3874532
Merged-chr19-3877578-1,chr19,3877478,3877678
Merged-chr19-3880520-1,chr19,3880420,3880620
Merged-chr19-3885386-1,chr19,3885286,3885486
Merged-chr19-3888741-1,chr19,3888641,3888841
Merged-chr19-3891011-1,chr19,3890911,3891111
Merged-chr19-3892530-1,chr19,3892430,3892630
Merged-chr19-3893631-1,chr19,3893531,3893731
Merged-chr19-3894072-1,chr19,3893972,3894172
Merged-chr19-3894484-1,chr19,3894384,3894584
Merged-chr19-3896001-1,chr19,3895901,3896101
Merged-chr19-3898715-1,chr19,3898615,3898815
Merged-chr19-3903186-2,chr19,3903086,3903287
Merged-chr19-3905807-6,chr19,3905664,3905969
Merged-chr19-3906415-7,chr19,3906261,3906556
Merged-chr19-3907098-40,chr19,3906715,3907321
Merged-chr19-3912881-62,chr19,3912666,3913055
Merged-chr19-3920794-1,chr19,3920694,3920894
Merged-chr19-3923155-3,chr19,3923004,3923340
Merged-chr19-3923802-1,chr19,3923702,3923902
Merged-chr19-3929045-1,chr19,3928945,3929145
Merged-chr19-3929789-2,chr19,3929623,3929955
Merged-chr19-3930858-5,chr19,3930736,3930992
Merged-chr19-3931854-1,chr19,3931754,3931954
Merged-chr19-3935188-45,chr19,3935013,3935367
Merged-chr19-3936021-14,chr19,3935788,3936385
Merged-chr19-3936626-7,chr19,3936457,3936787
Merged-chr19-3942156-2,chr19,3942034,3942278
Merged-chr19-3942516-1,chr19,3942416,3942616
Merged-chr19-3943392-40,chr19,3943007,3943636
Merged-chr19-3943739-1,chr19,3943639,3943839
Merged-chr19-3946327-2,chr19,3946154,3946501
Merged-chr19-3946912-12,chr19,3946787,3947057
Merged-chr19-3948472-1,chr19,3948372,3948572
Merged-chr19-3955185-1,chr19,3955085,3955285
Merged-chr19-3961636-1,chr19,3961536,3961736
Merged-chr19-3962831-1,chr19,3962731,3962931
Merged-chr19-3971911-1,chr19,3971811,3972011
Merged-chr19-3976078-8,chr19,3975909,3976217
Merged-chr19-3980542-26,chr19,3980360,3980735
Merged-chr19-3988156-1,chr19,3988056,3988256
Merged-chr19-3991728-1,chr19,3991628,3991828
Merged-chr19-3999348-1,chr19,3999248,3999448
Merged-chr19-4000425-68,chr19,4000191,4000908
Merged-chr19-4001171-2,chr19,4000984,4001358
Merged-chr19-4012775-60,chr19,4012578,4013006
Merged-chr19-4019363-12,chr19,4019139,4019543
Merged-chr19-4019843-1,chr19,4019743,4019943
Merged-chr19-4021839-1,chr19,4021739,4021939
Merged-chr19-4022630-1,chr19,4022530,4022730
Merged-chr19-4028276-1,chr19,4028176,4028376
Merged-chr19-4031598-1,chr19,4031498,4031698
Merged-chr19-4037967-60,chr19,4037811,4038134
Merged-chr19-4048110-2,chr19,4047940,4048281
Merged-chr19-4049258-1,chr19,4049158,4049358
Merged-chr19-4052636-29,chr19,4052029,4053023
Merged-chr19-4056671-1,chr19,4056571,4056771
Merged-chr19-4058482-2,chr19,4058382,4058582
Merged-chr19-4059103-1,chr19,4059003,4059203
Merged-chr19-4059540-59,chr19,4059332,4059751
Merged-chr19-4060774-4,chr19,4060613,4060939
Merged-chr19-4061672-1,chr19,4061572,4061772
Merged-chr19-4065016-1,chr19,4064916,4065116
Merged-chr19-4066335-26,chr19,4066027,4066579
Merged-chr19-4067252-3,chr19,4067075,4067453
Merged-chr19-4069731-1,chr19,4069631,4069831
Merged-chr19-4071068-1,chr19,4070968,4071168
Merged-chr19-4071946-1,chr19,4071846,4072046
Merged-chr19-4075621-1,chr19,4075521,4075721
Merged-chr19-4078472-4,chr19,4078369,4078577
Merged-chr19-4080822-22,chr19,4080578,4080989
Merged-chr19-4082529-1,chr19,4082429,4082629
Merged-chr19-4083386-1,chr19,4083286,4083486
Merged-chr19-4083720-1,chr19,4083620,4083820
Merged-chr19-4084083-2,chr19,4083904,4084263
Merged-chr19-4086370-1,chr19,4086270,4086470
Merged-chr19-4089374-1,chr19,4089274,4089474
Merged-chr19-4091580-1,chr19,4091480,4091680
Merged-chr19-4093979-12,chr19,4093833,4094129
Merged-chr19-4096842-3,chr19,4096719,4096961
Merged-chr19-4097183-65,chr19,4096967,4097540
Merged-chr19-4097826-1,chr19,4097726,4097926
Merged-chr19-4099236-18,chr19,4099099,4099370
Merged-chr19-4099746-1,chr19,4099646,4099846
Merged-chr19-4100025-2,chr19,4099913,4100137
Merged-chr19-4100968-2,chr19,4100852,4101085
Merged-chr19-4105779-1,chr19,4105679,4105879
Merged-chr19-4112291-1,chr19,4112191,4112391
Merged-chr19-4113276-3,chr19,4113121,4113438
Merged-chr19-4113975-55,chr19,4113750,4114152
Merged-chr19-4114682-2,chr19,4114549,4114816
Merged-chr19-4119872-51,chr19,4119694,4120067
Merged-chr19-4121395-100,chr19,4121000,4121756
Merged-chr19-4125854-60,chr19,4125650,4126003
Merged-chr19-4131977-1,chr19,4131877,4132077
Merged-chr19-4135225-1,chr19,4135125,4135325
Merged-chr19-4135433-1,chr19,4135333,4135533
Merged-chr19-4135914-25,chr19,4135575,4136258
Merged-chr19-4136696-3,chr19,4136560,4136815
Merged-chr19-4138606-1,chr19,4138506,4138706
Merged-chr19-4140684-1,chr19,4140584,4140784
Merged-chr19-4142134-1,chr19,4142034,4142234
Merged-chr19-4143095-1,chr19,4142995,4143195
Merged-chr19-4148516-58,chr19,4148359,4148685
Merged-chr19-4151570-1,chr19,4151470,4151670
Merged-chr19-4154906-67,chr19,4154421,4155250
Merged-chr19-4155426-2,chr19,4155326,4155526
Merged-chr19-4155783-10,chr19,4155627,4155935
Merged-chr19-4156087-1,chr19,4155987,4156187
Merged-chr19-4157307-1,chr19,4157207,4157407
Merged-chr19-4162862-1,chr19,4162762,4162962
Merged-chr19-4163387-56,chr19,4163205,4163586
Merged-chr19-4164746-1,chr19,4164646,4164846
Merged-chr19-4169581-62,chr19,4169420,4169965
Merged-chr19-4170724-1,chr19,4170624,4170824
Merged-chr19-4175734-1,chr19,4175634,4175834
Merged-chr19-4178493-1,chr19,4178393,4178593
Merged-chr19-4181312-2,chr19,4181169,4181456
Merged-chr19-4182082-15,chr19,4181922,4182231
Merged-chr19-4185300-76,chr19,4184986,4185955
Merged-chr19-4186407-1,chr19,4186307,4186507
Merged-chr19-4187779-5,chr19,4187636,4187906
Merged-chr19-4191071-38,chr19,4190852,4191247
Merged-chr19-4191993-60,chr19,4191782,4192237
Merged-chr19-4197069-1,chr19,4196969,4197169
Merged-chr19-4198876-1,chr19,4198776,4198976
Merged-chr19-4201308-1,chr19,4201208,4201408
Merged-chr19-4201667-44,chr19,4201491,4201835
Merged-chr19-4203302-9,chr19,4203031,4203490
Merged-chr19-4204075-28,chr19,4203617,4204332
Merged-chr19-4205004-1,chr19,4204904,4205104
Merged-chr19-4207185-2,chr19,4207076,4207295
Merged-chr19-4209195-5,chr19,4209075,4209319
Merged-chr19-4210058-1,chr19,4209958,4210158
Merged-chr19-4213343-2,chr19,4213227,4213460
Merged-chr19-4214297-59,chr19,4214001,4214681
Merged-chr19-4214939-1,chr19,4214839,4215039
Merged-chr19-4215379-1,chr19,4215279,4215479
Merged-chr19-4218423-1,chr19,4218323,4218523
Merged-chr19-4219012-13,chr19,4218872,4219144
Merged-chr19-4220641-13,chr19,4220455,4220875
Merged-chr19-4221505-10,chr19,4221199,4221710
Merged-chr19-4222295-7,chr19,4222162,4222431
Merged-chr19-4223107-1,chr19,4223007,4223207
Merged-chr19-4226261-1,chr19,4226161,4226361
Merged-chr19-4226923-7,chr19,4226776,4227121
Merged-chr19-4227628-2,chr19,4227521,4227735
Merged-chr19-4228019-1,chr19,4227919,4228119
Merged-chr19-4228474-4,chr19,4228327,4228605
Merged-chr19-4229713-1,chr19,4229613,4229813
Merged-chr19-4230572-2,chr19,4230413,4230731
Merged-chr19-4231923-62,chr19,4231665,4232392
Merged-chr19-4237461-1,chr19,4237361,4237561
Merged-chr19-4242265-1,chr19,4242165,4242365
Merged-chr19-4242606-2,chr19,4242475,4242737
Merged-chr19-4244216-1,chr19,4244116,4244316
Merged-chr19-4247172-1,chr19,4247072,4247272
Merged-chr19-4252842-1,chr19,4252742,4252942
Merged-chr19-4257750-53,chr19,4257512,4257969
Merged-chr19-4261219-6,chr19,4261101,4261353
Merged-chr19-4265671-1,chr19,4265571,4265771
Merged-chr19-4266068-1,chr19,4265968,4266168
Merged-chr19-4269258-34,chr19,4269074,4269514
Merged-chr19-4277291-1,chr19,4277191,4277391
Merged-chr19-4282224-1,chr19,4282124,4282324
Merged-chr19-4282806-1,chr19,4282706,4282906
Merged-chr19-4283266-58,chr19,4283020,4283456
Merged-chr19-4291223-1,chr19,4291123,4291323
Merged-chr19-4294555-56,chr19,4294354,4294972
Merged-chr19-4298644-1,chr19,4298544,4298744
Merged-chr19-4299765-16,chr19,4299631,4299933
Merged-chr19-4300123-1,chr19,4300023,4300223
Merged-chr19-4300499-61,chr19,4300290,4300657
Merged-chr19-4302439-19,chr19,4302279,4302655
Merged-chr19-4304453-4,chr19,4304265,4304630
Merged-chr19-4305122-3,chr19,4305019,4305225
Merged-chr19-4305891-2,chr19,4305696,4306086
Merged-chr19-4306335-26,chr19,4306101,4306581
Merged-chr19-4310064-30,chr19,4309871,4310185
Merged-chr19-4318722-1,chr19,4318622,4318822
Merged-chr19-4322303-1,chr19,4322203,4322403
Merged-chr19-4324037-2,chr19,4323860,4324215
Merged-chr19-4325716-1,chr19,4325616,4325816
Merged-chr19-4332305-1,chr19,4332205,4332405
Merged-chr19-4332924-40,chr19,4332702,4333107
Merged-chr19-4333994-59,chr19,4333807,4334197
Merged-chr19-4338381-26,chr19,4338243,4338539
Merged-chr19-4343090-1,chr19,4342990,4343190
Merged-chr19-4356026-1,chr19,4355926,4356126
Merged-chr19-4376493-1,chr19,4376393,4376593
Merged-chr19-4377125-1,chr19,4377025,4377225
Merged-chr19-4381784-1,chr19,4381684,4381884
Merged-chr19-4395597-1,chr19,4395497,4395697
Merged-chr19-4396566-2,chr19,4396370,4396763
Merged-chr19-4397243-70,chr19,4396885,4397547
Merged-chr19-4398235-8,chr19,4398048,4398458
Merged-chr19-4403416-1,chr19,4403316,4403516
Merged-chr19-4403692-1,chr19,4403592,4403792
Merged-chr19-4405337-1,chr19,4405237,4405437
Merged-chr19-4407801-1,chr19,4407701,4407901
Merged-chr19-4417407-16,chr19,4417278,4417523
Merged-chr19-4417829-1,chr19,4417729,4417929
Merged-chr19-4419482-1,chr19,4419382,4419582
Merged-chr19-4423068-1,chr19,4422968,4423168
Merged-chr19-4425806-2,chr19,4425699,4425914
Merged-chr19-4429723-1,chr19,4429623,4429823
Merged-chr19-4430537-1,chr19,4430437,4430637
Merged-chr19-4438113-7,chr19,4437914,4438297
Merged-chr19-4438570-1,chr19,4438470,4438670
Merged-chr19-4439494-1,chr19,4439394,4439594
Merged-chr19-4441348-14,chr19,4440978,4441561
Merged-chr19-4442636-3,chr19,4442478,4442794
Merged-chr19-4444048-1,chr19,4443948,4444148
Merged-chr19-4449835-1,chr19,4449735,4449935
Merged-chr19-4450560-2,chr19,4450403,4450717
Merged-chr19-4452098-1,chr19,4451998,4452198
Merged-chr19-4456479-3,chr19,4456295,4456691
Merged-chr19-4456814-1,chr19,4456714,4456914
Merged-chr19-4460923-1,chr19,4460823,4461023
Merged-chr19-4464536-1,chr19,4464436,4464636
Merged-chr19-4466314-1,chr19,4466214,4466414
Merged-chr19-4467292-1,chr19,4467192,4467392
Merged-chr19-4469749-1,chr19,4469649,4469849
Merged-chr19-4471882-1,chr19,4471782,4471982
Merged-chr19-4474677-1,chr19,4474577,4474777
Merged-chr19-4475768-23,chr19,4475602,4475944
Merged-chr19-4476726-3,chr19,4476575,4476887
Merged-chr19-4478131-1,chr19,4478031,4478231
Merged-chr19-4481637-1,chr19,4481537,4481737
Merged-chr19-4485044-1,chr19,4484944,4485144
Merged-chr19-4490636-1,chr19,4490536,4490736
Merged-chr19-4495078-1,chr19,4494978,4495178
Merged-chr19-4497701-8,chr19,4497533,4497861
Merged-chr19-4498411-1,chr19,4498311,4498511
Merged-chr19-4499029-1,chr19,4498929,4499129
Merged-chr19-4504899-1,chr19,4504799,4504999
Merged-chr19-4510313-62,chr19,4510129,4510482
Merged-chr19-4526197-1,chr19,4526097,4526297
Merged-chr19-4534858-1,chr19,4534758,4534958
Merged-chr19-4541657-1,chr19,4541557,4541757
Merged-chr19-4548001-1,chr19,4547901,4548101
Merged-chr19-4552700-1,chr19,4552600,4552800
Merged-chr19-4553480-1,chr19,4553380,4553580
Merged-chr19-4558299-1,chr19,4558199,4558399
Merged-chr19-4558745-1,chr19,4558645,4558845
Merged-chr19-4560271-1,chr19,4560171,4560371
Merged-chr19-4562632-1,chr19,4562532,4562732
Merged-chr19-4570977-1,chr19,4570877,4571077
Merged-chr19-4574446-1,chr19,4574346,4574546
Merged-chr19-4577531-1,chr19,4577431,4577631
Merged-chr19-4578920-1,chr19,4578820,4579020
Merged-chr19-4584304-1,chr19,4584204,4584404
Merged-chr19-4584970-1,chr19,4584870,4585070
Merged-chr19-4590211-1,chr19,4590111,4590311
Merged-chr19-4590660-1,chr19,4590560,4590760
Merged-chr19-4592888-1,chr19,4592788,4592988
Merged-chr19-4595840-1,chr19,4595740,4595940
Merged-chr19-4603595-1,chr19,4603495,4603695
Merged-chr19-4610080-1,chr19,4609980,4610180
Merged-chr19-4614168-1,chr19,4614068,4614268
Merged-chr19-4614920-1,chr19,4614820,4615020
Merged-chr19-4615834-44,chr19,4615302,4616234
Merged-chr19-4625572-53,chr19,4625142,4625850
Merged-chr19-4626116-1,chr19,4626016,4626216
Merged-chr19-4628802-1,chr19,4628702,4628902
Merged-chr19-4631571-1,chr19,4631471,4631671
Merged-chr19-4646879-1,chr19,4646779,4646979
Merged-chr19-4660637-1,chr19,4660537,4660737
Merged-chr19-4682088-1,chr19,4681988,4682188
Merged-chr19-4684141-1,chr19,4684041,4684241
Merged-chr19-4698431-1,chr19,4698331,4698531
Merged-chr19-4704654-1,chr19,4704554,4704754
Merged-chr19-4709553-1,chr19,4709453,4709653
Merged-chr19-4712175-1,chr19,4712075,4712275
Merged-chr19-4715316-1,chr19,4715216,4715416
Merged-chr19-4718887-8,chr19,4718698,4719040
Merged-chr19-4723848-1,chr19,4723748,4723948
Merged-chr19-4730478-1,chr19,4730378,4730578
Merged-chr19-4735672-1,chr19,4735572,4735772
Merged-chr19-4737491-1,chr19,4737391,4737591
Merged-chr19-4738220-1,chr19,4738120,4738320
Merged-chr19-4742182-1,chr19,4742082,4742282
Merged-chr19-4744581-1,chr19,4744481,4744681
Merged-chr19-4750696-1,chr19,4750596,4750796
Merged-chr19-4755453-1,chr19,4755353,4755553
Merged-chr19-4755740-25,chr19,4755576,4755887
Merged-chr19-4756461-60,chr19,4756246,4756758
Merged-chr19-4757837-1,chr19,4757737,4757937
Merged-chr19-4763135-2,chr19,4762972,4763299
Merged-chr19-4770080-1,chr19,4769980,4770180
Merged-chr19-4780623-1,chr19,4780523,4780723
Merged-chr19-4785564-7,chr19,4785427,4785692
Merged-chr19-4787070-2,chr19,4786927,4787214
Merged-chr19-4791421-1,chr19,4791321,4791521
Merged-chr19-4794032-61,chr19,4793845,4794269
Merged-chr19-4796801-1,chr19,4796701,4796901
Merged-chr19-4798022-1,chr19,4797922,4798122
Merged-chr19-4799771-1,chr19,4799671,4799871
Merged-chr19-4802048-1,chr19,4801948,4802148
Merged-chr19-4803196-1,chr19,4803096,4803296
Merged-chr19-4803453-1,chr19,4803353,4803553
Merged-chr19-4804387-3,chr19,4804233,4804558
Merged-chr19-4805013-1,chr19,4804913,4805113
Merged-chr19-4811532-84,chr19,4810888,4811913
Merged-chr19-4821676-1,chr19,4821576,4821776
Merged-chr19-4829340-1,chr19,4829240,4829440
Merged-chr19-4839384-61,chr19,4839152,4839571
Merged-chr19-4839947-1,chr19,4839847,4840047
Merged-chr19-4842861-2,chr19,4842757,4842966
Merged-chr19-4847670-4,chr19,4847548,4847784
Merged-chr19-4850696-1,chr19,4850596,4850796
Merged-chr19-4855203-2,chr19,4855044,4855362
Merged-chr19-4855858-1,chr19,4855758,4855958
Merged-chr19-4859686-1,chr19,4859586,4859786
Merged-chr19-4860102-1,chr19,4860002,4860202
Merged-chr19-4864739-3,chr19,4864451,4865019
Merged-chr19-4865388-2,chr19,4865253,4865523
Merged-chr19-4868662-1,chr19,4868562,4868762
Merged-chr19-4872312-1,chr19,4872212,4872412
Merged-chr19-4872954-1,chr19,4872854,4873054
Merged-chr19-4878623-60,chr19,4878446,4878786
Merged-chr19-4889081-1,chr19,4888981,4889181
Merged-chr19-4890069-1,chr19,4889969,4890169
Merged-chr19-4892685-1,chr19,4892585,4892785
Merged-chr19-4897416-1,chr19,4897316,4897516
Merged-chr19-4903137-1,chr19,4903037,4903237
Merged-chr19-4906584-20,chr19,4906398,4906731
Merged-chr19-4907636-1,chr19,4907536,4907736
Merged-chr19-4908400-1,chr19,4908300,4908500
Merged-chr19-4914584-1,chr19,4914484,4914684
Merged-chr19-4915333-1,chr19,4915233,4915433
Merged-chr19-4915878-1,chr19,4915778,4915978
Merged-chr19-4916122-1,chr19,4916022,4916222
Merged-chr19-4920658-1,chr19,4920558,4920758
Merged-chr19-4922701-1,chr19,4922601,4922801
Merged-chr19-4927540-1,chr19,4927440,4927640
Merged-chr19-4928335-60,chr19,4928111,4928518
Merged-chr19-4931854-1,chr19,4931754,4931954
Merged-chr19-4934171-1,chr19,4934071,4934271
Merged-chr19-4936170-2,chr19,4936026,4936314
Merged-chr19-4943018-45,chr19,4942465,4943248
Merged-chr19-4946135-1,chr19,4946035,4946235
Merged-chr19-4947961-1,chr19,4947861,4948061
Merged-chr19-4962076-51,chr19,4961722,4962543
Merged-chr19-4967678-1,chr19,4967578,4967778
Merged-chr19-4968437-11,chr19,4968313,4968557
Merged-chr19-4975290-1,chr19,4975190,4975390
Merged-chr19-4980875-3,chr19,4980745,4980998
Merged-chr19-4981958-7,chr19,4981835,4982086
Merged-chr19-4986216-2,chr19,4986089,4986344
Merged-chr19-4987084-1,chr19,4986984,4987184
Merged-chr19-4989787-1,chr19,4989687,4989887
Merged-chr19-4991014-2,chr19,4990914,4991114
Merged-chr19-4992171-1,chr19,4992071,4992271
