peak_name,chr,start,end,gene_number,gene_name
Merged-chr18-3310816-1,chr18,3310716,3310916,3,"Crem,Gm6225,Cul2"
Merged-chr18-3312490-1,chr18,3312390,3312590,3,"Crem,Gm6225,Cul2"
Merged-chr18-3317367-1,chr18,3317267,3317467,3,"Crem,Gm6225,Cul2"
Merged-chr18-3321234-1,chr18,3321134,3321334,3,"Crem,Gm6225,Cul2"
Merged-chr18-3327878-2,chr18,3327746,3328010,3,"Crem,Gm6225,Cul2"
Merged-chr18-3329107-19,chr18,3328951,3329357,3,"Crem,Gm6225,Cul2"
Merged-chr18-3336812-2,chr18,3336621,3337003,3,"Crem,Gm6225,Cul2"
Merged-chr18-3337528-114,chr18,3337244,3337799,3,"Crem,Gm6225,Cul2"
Merged-chr18-3338649-1,chr18,3338549,3338749,3,"Crem,Gm6225,Cul2"
Merged-chr18-3352992-1,chr18,3352892,3353092,3,"Crem,Gm6225,Cul2"
Merged-chr18-3355175-1,chr18,3355075,3355275,3,"Crem,Gm6225,Cul2"
Merged-chr18-3355444-2,chr18,3355331,3355558,3,"Crem,Gm6225,Cul2"
Merged-chr18-3355848-4,chr18,3355609,3356082,3,"Crem,Gm6225,Cul2"
Merged-chr18-3356562-1,chr18,3356462,3356662,3,"Crem,Gm6225,Cul2"
Merged-chr18-3357415-1,chr18,3357315,3357515,3,"Crem,Gm6225,Cul2"
Merged-chr18-3358967-1,chr18,3358867,3359067,3,"Crem,Gm6225,Cul2"
Merged-chr18-3370250-1,chr18,3370150,3370350,3,"Crem,Gm6225,Cul2"
Merged-chr18-3371083-1,chr18,3370983,3371183,3,"Crem,Gm6225,Cul2"
Merged-chr18-3383352-116,chr18,3382835,3383997,3,"Crem,Gm6225,Cul2"
Merged-chr18-3388912-1,chr18,3388812,3389012,3,"Crem,Gm6225,Cul2"
Merged-chr18-3389872-1,chr18,3389772,3389972,3,"Crem,Gm6225,Cul2"
Merged-chr18-3393913-1,chr18,3393813,3394013,3,"Crem,Gm6225,Cul2"
Merged-chr18-3395371-2,chr18,3395230,3395512,3,"Crem,Gm6225,Cul2"
Merged-chr18-3396448-1,chr18,3396348,3396548,3,"Crem,Gm6225,Cul2"
Merged-chr18-3398241-1,chr18,3398141,3398341,3,"Crem,Gm6225,Cul2"
Merged-chr18-3399087-1,chr18,3398987,3399187,3,"Crem,Gm6225,Cul2"
Merged-chr18-3403671-1,chr18,3403571,3403771,3,"Crem,Gm6225,Cul2"
Merged-chr18-3404934-1,chr18,3404834,3405034,3,"Crem,Gm6225,Cul2"
Merged-chr18-3406290-1,chr18,3406190,3406390,3,"Crem,Gm6225,Cul2"
Merged-chr18-3411869-3,chr18,3411740,3412011,4,"Crem,Gm6225,Cul2,Bambi"
Merged-chr18-3414345-1,chr18,3414245,3414445,4,"Crem,Gm6225,Cul2,Bambi"
Merged-chr18-3421871-1,chr18,3421771,3421971,4,"Crem,Gm6225,Cul2,Bambi"
Merged-chr18-3424181-1,chr18,3424081,3424281,4,"Crem,Gm6225,Cul2,Bambi"
Merged-chr18-3428328-8,chr18,3428207,3428493,4,"Crem,Gm6225,Cul2,Bambi"
Merged-chr18-3432241-1,chr18,3432141,3432341,4,"Crem,Gm6225,Cul2,Bambi"
Merged-chr18-3436581-1,chr18,3436481,3436681,4,"Crem,Gm6225,Cul2,Bambi"
Merged-chr18-3439848-1,chr18,3439748,3439948,3,"Gm6225,Cul2,Bambi"
Merged-chr18-3441169-1,chr18,3441069,3441269,3,"Gm6225,Cul2,Bambi"
Merged-chr18-3441461-1,chr18,3441361,3441561,3,"Gm6225,Cul2,Bambi"
Merged-chr18-3443509-1,chr18,3443409,3443609,3,"Gm6225,Cul2,Bambi"
Merged-chr18-3444352-1,chr18,3444252,3444452,3,"Gm6225,Cul2,Bambi"
Merged-chr18-3447012-1,chr18,3446912,3447112,3,"Gm6225,Cul2,Bambi"
Merged-chr18-3479740-1,chr18,3479640,3479840,2,"Cul2,Bambi"
Merged-chr18-3480199-1,chr18,3480099,3480299,2,"Cul2,Bambi"
Merged-chr18-3480822-1,chr18,3480722,3480922,2,"Cul2,Bambi"
Merged-chr18-3481576-7,chr18,3481336,3481797,2,"Cul2,Bambi"
Merged-chr18-3485183-1,chr18,3485083,3485283,2,"Cul2,Bambi"
Merged-chr18-3489638-1,chr18,3489538,3489738,2,"Cul2,Bambi"
Merged-chr18-3495617-31,chr18,3495488,3495754,2,"Cul2,Bambi"
Merged-chr18-3498109-2,chr18,3497976,3498242,2,"Cul2,Bambi"
Merged-chr18-3499076-2,chr18,3498961,3499192,2,"Cul2,Bambi"
Merged-chr18-3500274-1,chr18,3500174,3500374,2,"Cul2,Bambi"
Merged-chr18-3507237-6,chr18,3507097,3507422,2,"Cul2,Bambi"
Merged-chr18-3507830-61,chr18,3507672,3508037,2,"Cul2,Bambi"
Merged-chr18-3514150-1,chr18,3514050,3514250,2,"Cul2,Bambi"
Merged-chr18-3522714-1,chr18,3522614,3522814,2,"Cul2,Bambi"
Merged-chr18-3533510-1,chr18,3533410,3533610,2,"Cul2,Bambi"
Merged-chr18-3538442-1,chr18,3538342,3538542,1,Bambi
Merged-chr18-3539017-1,chr18,3538917,3539117,1,Bambi
Merged-chr18-3542763-1,chr18,3542663,3542863,1,Bambi
Merged-chr18-3543126-1,chr18,3543026,3543226,1,Bambi
Merged-chr18-3544843-1,chr18,3544743,3544943,1,Bambi
Merged-chr18-3557631-1,chr18,3557531,3557731,1,Bambi
Merged-chr18-3560761-1,chr18,3560661,3560861,1,Bambi
Merged-chr18-3568219-1,chr18,3568119,3568319,1,Bambi
Merged-chr18-3584486-1,chr18,3584386,3584586,1,Bambi
Merged-chr18-3592665-1,chr18,3592565,3592765,1,Bambi
Merged-chr18-3601055-1,chr18,3600955,3601155,1,Bambi
Merged-chr18-3611813-1,chr18,3611713,3611913,1,Bambi
Merged-chr18-3628052-1,chr18,3627952,3628152,0,NA
Merged-chr18-3649081-1,chr18,3648981,3649181,0,NA
Merged-chr18-3649828-2,chr18,3649713,3649944,0,NA
Merged-chr18-3654220-1,chr18,3654120,3654320,0,NA
Merged-chr18-3657443-1,chr18,3657343,3657543,0,NA
Merged-chr18-3665377-1,chr18,3665277,3665477,0,NA
Merged-chr18-3670052-1,chr18,3669952,3670152,0,NA
Merged-chr18-3671159-1,chr18,3671059,3671259,0,NA
Merged-chr18-3674804-1,chr18,3674704,3674904,0,NA
Merged-chr18-3679986-1,chr18,3679886,3680086,0,NA
Merged-chr18-3714487-1,chr18,3714387,3714587,0,NA
Merged-chr18-3741412-1,chr18,3741312,3741512,0,NA
Merged-chr18-3756429-1,chr18,3756329,3756529,0,NA
Merged-chr18-3760790-1,chr18,3760690,3760890,0,NA
Merged-chr18-3761288-2,chr18,3761170,3761406,0,NA
Merged-chr18-3762672-1,chr18,3762572,3762772,0,NA
Merged-chr18-3769650-1,chr18,3769550,3769750,0,NA
Merged-chr18-3786049-1,chr18,3785949,3786149,0,NA
Merged-chr18-3792253-1,chr18,3792153,3792353,0,NA
Merged-chr18-3795218-1,chr18,3795118,3795318,0,NA
Merged-chr18-3805397-1,chr18,3805297,3805497,0,NA
Merged-chr18-3811651-1,chr18,3811551,3811751,0,NA
Merged-chr18-3813014-1,chr18,3812914,3813114,0,NA
Merged-chr18-3827732-1,chr18,3827632,3827832,0,NA
Merged-chr18-3831280-1,chr18,3831180,3831380,0,NA
Merged-chr18-3833132-1,chr18,3833032,3833232,0,NA
Merged-chr18-3833593-1,chr18,3833493,3833693,0,NA
Merged-chr18-3838190-1,chr18,3838090,3838290,0,NA
Merged-chr18-3839896-1,chr18,3839796,3839996,0,NA
Merged-chr18-3854156-1,chr18,3854056,3854256,0,NA
Merged-chr18-3858128-1,chr18,3858028,3858228,0,NA
Merged-chr18-3865293-1,chr18,3865193,3865393,0,NA
Merged-chr18-3886564-1,chr18,3886464,3886664,0,NA
Merged-chr18-3889367-1,chr18,3889267,3889467,0,NA
Merged-chr18-3900639-1,chr18,3900539,3900739,0,NA
Merged-chr18-3906468-1,chr18,3906368,3906568,0,NA
Merged-chr18-3906985-1,chr18,3906885,3907085,0,NA
Merged-chr18-3913220-1,chr18,3913120,3913320,0,NA
Merged-chr18-3921093-1,chr18,3920993,3921193,0,NA
Merged-chr18-3931775-2,chr18,3931610,3931941,0,NA
Merged-chr18-3932358-17,chr18,3932208,3932524,0,NA
Merged-chr18-3933744-64,chr18,3933363,3934086,0,NA
Merged-chr18-3934831-18,chr18,3934679,3935036,0,NA
Merged-chr18-3935433-1,chr18,3935333,3935533,0,NA
Merged-chr18-3951978-1,chr18,3951878,3952078,0,NA
Merged-chr18-3959553-2,chr18,3959388,3959718,0,NA
Merged-chr18-3960797-1,chr18,3960697,3960897,0,NA
Merged-chr18-3978054-1,chr18,3977954,3978154,0,NA
Merged-chr18-3982439-13,chr18,3982281,3982580,0,NA
Merged-chr18-3984333-37,chr18,3984058,3984474,0,NA
Merged-chr18-3990720-1,chr18,3990620,3990820,0,NA
Merged-chr18-3994165-1,chr18,3994065,3994265,0,NA
Merged-chr18-3995072-1,chr18,3994972,3995172,0,NA
Merged-chr18-3995605-1,chr18,3995505,3995705,0,NA
Merged-chr18-4003708-1,chr18,4003608,4003808,0,NA
Merged-chr18-4009746-1,chr18,4009646,4009846,0,NA
Merged-chr18-4010761-1,chr18,4010661,4010861,0,NA
Merged-chr18-4011903-1,chr18,4011803,4012003,0,NA
Merged-chr18-4018994-1,chr18,4018894,4019094,0,NA
Merged-chr18-4031176-22,chr18,4030981,4031357,0,NA
Merged-chr18-4032474-1,chr18,4032374,4032574,0,NA
Merged-chr18-4045418-1,chr18,4045318,4045518,0,NA
Merged-chr18-4054542-1,chr18,4054442,4054642,0,NA
Merged-chr18-4057734-1,chr18,4057634,4057834,0,NA
Merged-chr18-4062704-4,chr18,4062573,4062859,0,NA
Merged-chr18-4064394-1,chr18,4064294,4064494,0,NA
Merged-chr18-4066894-1,chr18,4066794,4066994,1,Lyzl1
Merged-chr18-4075376-1,chr18,4075276,4075476,1,Lyzl1
Merged-chr18-4076953-1,chr18,4076853,4077053,1,Lyzl1
Merged-chr18-4082580-1,chr18,4082480,4082680,1,Lyzl1
Merged-chr18-4092806-1,chr18,4092706,4092906,1,Lyzl1
Merged-chr18-4093203-1,chr18,4093103,4093303,1,Lyzl1
Merged-chr18-4093913-1,chr18,4093813,4094013,1,Lyzl1
Merged-chr18-4094188-1,chr18,4094088,4094288,1,Lyzl1
Merged-chr18-4096022-1,chr18,4095922,4096122,1,Lyzl1
Merged-chr18-4097311-1,chr18,4097211,4097411,1,Lyzl1
Merged-chr18-4098923-1,chr18,4098823,4099023,1,Lyzl1
Merged-chr18-4107947-1,chr18,4107847,4108047,1,Lyzl1
Merged-chr18-4114474-1,chr18,4114374,4114574,1,Lyzl1
Merged-chr18-4114707-6,chr18,4114584,4114857,1,Lyzl1
Merged-chr18-4124947-4,chr18,4124795,4125076,1,Lyzl1
Merged-chr18-4125259-3,chr18,4125129,4125399,1,Lyzl1
Merged-chr18-4127755-1,chr18,4127655,4127855,1,Lyzl1
Merged-chr18-4128262-6,chr18,4128105,4128411,1,Lyzl1
Merged-chr18-4131322-1,chr18,4131222,4131422,1,Lyzl1
Merged-chr18-4140774-1,chr18,4140674,4140874,1,Lyzl1
Merged-chr18-4143299-1,chr18,4143199,4143399,1,Lyzl1
Merged-chr18-4145328-1,chr18,4145228,4145428,1,Lyzl1
Merged-chr18-4156449-1,chr18,4156349,4156549,1,Lyzl1
Merged-chr18-4158070-3,chr18,4157922,4158206,1,Lyzl1
Merged-chr18-4163027-1,chr18,4162927,4163127,1,Lyzl1
Merged-chr18-4165180-2,chr18,4165063,4165298,1,Lyzl1
Merged-chr18-4167867-1,chr18,4167767,4167967,1,Lyzl1
Merged-chr18-4172980-1,chr18,4172880,4173080,1,Lyzl1
Merged-chr18-4181987-11,chr18,4181829,4182178,1,Lyzl1
Merged-chr18-4182979-2,chr18,4182863,4183095,1,Lyzl1
Merged-chr18-4191720-1,chr18,4191620,4191820,1,Lyzl1
Merged-chr18-4195942-11,chr18,4195795,4196069,1,Lyzl1
Merged-chr18-4199241-17,chr18,4199087,4199481,1,Lyzl1
Merged-chr18-4210305-12,chr18,4210145,4210462,1,Lyzl1
Merged-chr18-4234850-1,chr18,4234750,4234950,2,"Lyzl1,Map3k8"
Merged-chr18-4236460-23,chr18,4236301,4236619,2,"Lyzl1,Map3k8"
Merged-chr18-4239096-3,chr18,4238820,4239361,2,"Lyzl1,Map3k8"
Merged-chr18-4243182-1,chr18,4243082,4243282,2,"Lyzl1,Map3k8"
Merged-chr18-4249630-1,chr18,4249530,4249730,2,"Lyzl1,Map3k8"
Merged-chr18-4250379-1,chr18,4250279,4250479,2,"Lyzl1,Map3k8"
Merged-chr18-4252356-43,chr18,4252154,4252580,2,"Lyzl1,Map3k8"
Merged-chr18-4265860-1,chr18,4265760,4265960,3,"Lyzl1,Map3k8,4833419F23Rik"
Merged-chr18-4266379-2,chr18,4266256,4266503,3,"Lyzl1,Map3k8,4833419F23Rik"
Merged-chr18-4275666-11,chr18,4275498,4275802,3,"Lyzl1,Map3k8,4833419F23Rik"
Merged-chr18-4277611-1,chr18,4277511,4277711,4,"Lyzl1,Map3k8,4833419F23Rik,Mtpap"
Merged-chr18-4278561-34,chr18,4278408,4278772,4,"Lyzl1,Map3k8,4833419F23Rik,Mtpap"
Merged-chr18-4279354-16,chr18,4279215,4279511,4,"Lyzl1,Map3k8,4833419F23Rik,Mtpap"
Merged-chr18-4280060-1,chr18,4279960,4280160,4,"Lyzl1,Map3k8,4833419F23Rik,Mtpap"
Merged-chr18-4280451-1,chr18,4280351,4280551,4,"Lyzl1,Map3k8,4833419F23Rik,Mtpap"
Merged-chr18-4280778-16,chr18,4280641,4280952,4,"Lyzl1,Map3k8,4833419F23Rik,Mtpap"
Merged-chr18-4283810-1,chr18,4283710,4283910,3,"Map3k8,4833419F23Rik,Mtpap"
Merged-chr18-4288617-1,chr18,4288517,4288717,3,"Map3k8,4833419F23Rik,Mtpap"
Merged-chr18-4292159-1,chr18,4292059,4292259,3,"Map3k8,4833419F23Rik,Mtpap"
Merged-chr18-4294685-30,chr18,4294449,4294867,3,"Map3k8,4833419F23Rik,Mtpap"
Merged-chr18-4295278-63,chr18,4294911,4295473,3,"Map3k8,4833419F23Rik,Mtpap"
Merged-chr18-4296051-36,chr18,4295899,4296230,3,"Map3k8,4833419F23Rik,Mtpap"
Merged-chr18-4302821-1,chr18,4302721,4302921,3,"Map3k8,4833419F23Rik,Mtpap"
Merged-chr18-4303261-58,chr18,4303007,4303411,3,"Map3k8,4833419F23Rik,Mtpap"
Merged-chr18-4304130-3,chr18,4303996,4304248,3,"Map3k8,4833419F23Rik,Mtpap"
Merged-chr18-4305030-2,chr18,4304921,4305139,3,"Map3k8,4833419F23Rik,Mtpap"
Merged-chr18-4308315-1,chr18,4308215,4308415,3,"Map3k8,4833419F23Rik,Mtpap"
Merged-chr18-4311475-8,chr18,4311342,4311657,3,"Map3k8,4833419F23Rik,Mtpap"
Merged-chr18-4311872-1,chr18,4311772,4311972,3,"Map3k8,4833419F23Rik,Mtpap"
Merged-chr18-4312590-32,chr18,4312404,4312915,3,"Map3k8,4833419F23Rik,Mtpap"
Merged-chr18-4314057-28,chr18,4313874,4314295,3,"Map3k8,4833419F23Rik,Mtpap"
Merged-chr18-4314860-1,chr18,4314760,4314960,3,"Map3k8,4833419F23Rik,Mtpap"
Merged-chr18-4315288-14,chr18,4315109,4315486,3,"Map3k8,4833419F23Rik,Mtpap"
Merged-chr18-4321422-1,chr18,4321322,4321522,3,"Map3k8,4833419F23Rik,Mtpap"
Merged-chr18-4327953-1,chr18,4327853,4328053,3,"Map3k8,4833419F23Rik,Mtpap"
Merged-chr18-4333820-50,chr18,4333615,4334134,3,"Map3k8,4833419F23Rik,Mtpap"
Merged-chr18-4335225-1,chr18,4335125,4335325,3,"Map3k8,4833419F23Rik,Mtpap"
Merged-chr18-4336539-17,chr18,4336366,4336747,3,"Map3k8,4833419F23Rik,Mtpap"
Merged-chr18-4340914-1,chr18,4340814,4341014,3,"Map3k8,4833419F23Rik,Mtpap"
Merged-chr18-4343402-1,chr18,4343302,4343502,3,"Map3k8,4833419F23Rik,Mtpap"
Merged-chr18-4344609-1,chr18,4344509,4344709,3,"Map3k8,4833419F23Rik,Mtpap"
Merged-chr18-4346203-1,chr18,4346103,4346303,3,"Map3k8,4833419F23Rik,Mtpap"
Merged-chr18-4346818-1,chr18,4346718,4346918,3,"Map3k8,4833419F23Rik,Mtpap"
Merged-chr18-4347962-17,chr18,4347822,4348091,3,"Map3k8,4833419F23Rik,Mtpap"
Merged-chr18-4348426-2,chr18,4348311,4348542,3,"Map3k8,4833419F23Rik,Mtpap"
Merged-chr18-4349898-12,chr18,4349749,4350058,3,"Map3k8,4833419F23Rik,Mtpap"
Merged-chr18-4351323-4,chr18,4351211,4351447,3,"Map3k8,4833419F23Rik,Mtpap"
Merged-chr18-4353179-91,chr18,4352821,4353577,3,"Map3k8,4833419F23Rik,Mtpap"
Merged-chr18-4353763-1,chr18,4353663,4353863,3,"Map3k8,4833419F23Rik,Mtpap"
Merged-chr18-4354519-25,chr18,4354248,4354828,3,"Map3k8,4833419F23Rik,Mtpap"
Merged-chr18-4356086-1,chr18,4355986,4356186,3,"Map3k8,4833419F23Rik,Mtpap"
Merged-chr18-4357945-1,chr18,4357845,4358045,3,"Map3k8,4833419F23Rik,Mtpap"
Merged-chr18-4360342-1,chr18,4360242,4360442,3,"Map3k8,4833419F23Rik,Mtpap"
Merged-chr18-4361651-2,chr18,4361495,4361807,3,"Map3k8,4833419F23Rik,Mtpap"
Merged-chr18-4366710-10,chr18,4366547,4366883,3,"Map3k8,4833419F23Rik,Mtpap"
Merged-chr18-4367277-4,chr18,4367129,4367401,3,"Map3k8,4833419F23Rik,Mtpap"
Merged-chr18-4368286-1,chr18,4368186,4368386,3,"Map3k8,4833419F23Rik,Mtpap"
Merged-chr18-4369304-30,chr18,4369104,4369444,3,"Map3k8,4833419F23Rik,Mtpap"
Merged-chr18-4375643-50,chr18,4375387,4376028,3,"Map3k8,4833419F23Rik,Mtpap"
Merged-chr18-4381198-1,chr18,4381098,4381298,3,"Map3k8,4833419F23Rik,Mtpap"
Merged-chr18-4382643-1,chr18,4382543,4382743,3,"Map3k8,4833419F23Rik,Mtpap"
Merged-chr18-4384753-1,chr18,4384653,4384853,3,"Map3k8,4833419F23Rik,Mtpap"
Merged-chr18-4387168-1,chr18,4387068,4387268,3,"Map3k8,4833419F23Rik,Mtpap"
Merged-chr18-4389227-1,chr18,4389127,4389327,3,"Map3k8,4833419F23Rik,Mtpap"
Merged-chr18-4389623-1,chr18,4389523,4389723,3,"Map3k8,4833419F23Rik,Mtpap"
Merged-chr18-4391265-1,chr18,4391165,4391365,3,"Map3k8,4833419F23Rik,Mtpap"
Merged-chr18-4393155-1,chr18,4393055,4393255,3,"Map3k8,4833419F23Rik,Mtpap"
Merged-chr18-4395370-1,chr18,4395270,4395470,3,"Map3k8,4833419F23Rik,Mtpap"
Merged-chr18-4397025-2,chr18,4396923,4397128,3,"Map3k8,4833419F23Rik,Mtpap"
Merged-chr18-4400944-1,chr18,4400844,4401044,3,"Map3k8,4833419F23Rik,Mtpap"
Merged-chr18-4401640-1,chr18,4401540,4401740,3,"Map3k8,4833419F23Rik,Mtpap"
Merged-chr18-4401881-1,chr18,4401781,4401981,3,"Map3k8,4833419F23Rik,Mtpap"
Merged-chr18-4404246-1,chr18,4404146,4404346,3,"Map3k8,4833419F23Rik,Mtpap"
Merged-chr18-4404575-1,chr18,4404475,4404675,3,"Map3k8,4833419F23Rik,Mtpap"
Merged-chr18-4405443-1,chr18,4405343,4405543,3,"Map3k8,4833419F23Rik,Mtpap"
Merged-chr18-4416548-1,chr18,4416448,4416648,3,"Map3k8,4833419F23Rik,Mtpap"
Merged-chr18-4417133-1,chr18,4417033,4417233,3,"Map3k8,4833419F23Rik,Mtpap"
Merged-chr18-4423986-1,chr18,4423886,4424086,3,"Map3k8,4833419F23Rik,Mtpap"
Merged-chr18-4433372-1,chr18,4433272,4433472,3,"Map3k8,4833419F23Rik,Mtpap"
Merged-chr18-4438265-2,chr18,4438140,4438391,3,"Map3k8,4833419F23Rik,Mtpap"
Merged-chr18-4439390-2,chr18,4439279,4439502,3,"Map3k8,4833419F23Rik,Mtpap"
Merged-chr18-4439654-1,chr18,4439554,4439754,3,"Map3k8,4833419F23Rik,Mtpap"
Merged-chr18-4439927-1,chr18,4439827,4440027,3,"Map3k8,4833419F23Rik,Mtpap"
Merged-chr18-4461428-1,chr18,4461328,4461528,2,"4833419F23Rik,Mtpap"
Merged-chr18-4461919-1,chr18,4461819,4462019,2,"4833419F23Rik,Mtpap"
Merged-chr18-4466504-1,chr18,4466404,4466604,2,"4833419F23Rik,Mtpap"
Merged-chr18-4467772-1,chr18,4467672,4467872,2,"4833419F23Rik,Mtpap"
Merged-chr18-4475134-1,chr18,4475034,4475234,1,Mtpap
Merged-chr18-4505694-1,chr18,4505594,4505794,0,NA
Merged-chr18-4506489-1,chr18,4506389,4506589,0,NA
Merged-chr18-4510966-1,chr18,4510866,4511066,0,NA
Merged-chr18-4513807-1,chr18,4513707,4513907,0,NA
Merged-chr18-4515281-1,chr18,4515181,4515381,0,NA
Merged-chr18-4546929-6,chr18,4546799,4547064,1,9430020K01Rik
Merged-chr18-4547459-1,chr18,4547359,4547559,1,9430020K01Rik
Merged-chr18-4548560-1,chr18,4548460,4548660,1,9430020K01Rik
Merged-chr18-4555835-1,chr18,4555735,4555935,1,9430020K01Rik
Merged-chr18-4558983-1,chr18,4558883,4559083,1,9430020K01Rik
Merged-chr18-4559474-1,chr18,4559374,4559574,1,9430020K01Rik
Merged-chr18-4562022-1,chr18,4561922,4562122,1,9430020K01Rik
Merged-chr18-4563214-1,chr18,4563114,4563314,1,9430020K01Rik
Merged-chr18-4564560-1,chr18,4564460,4564660,1,9430020K01Rik
Merged-chr18-4570773-1,chr18,4570673,4570873,1,9430020K01Rik
Merged-chr18-4571466-1,chr18,4571366,4571566,1,9430020K01Rik
Merged-chr18-4598195-1,chr18,4598095,4598295,1,9430020K01Rik
Merged-chr18-4601951-1,chr18,4601851,4602051,1,9430020K01Rik
Merged-chr18-4606789-1,chr18,4606689,4606889,1,9430020K01Rik
Merged-chr18-4610974-2,chr18,4610859,4611089,1,9430020K01Rik
Merged-chr18-4620230-1,chr18,4620130,4620330,1,9430020K01Rik
Merged-chr18-4622257-1,chr18,4622157,4622357,1,9430020K01Rik
Merged-chr18-4628202-1,chr18,4628102,4628302,1,9430020K01Rik
Merged-chr18-4635117-26,chr18,4634687,4635696,1,9430020K01Rik
Merged-chr18-4653837-7,chr18,4653514,4654054,1,9430020K01Rik
Merged-chr18-4655602-2,chr18,4655494,4655710,1,9430020K01Rik
Merged-chr18-4668375-1,chr18,4668275,4668475,1,9430020K01Rik
Merged-chr18-4673984-1,chr18,4673884,4674084,1,9430020K01Rik
Merged-chr18-4678010-1,chr18,4677910,4678110,1,9430020K01Rik
Merged-chr18-4680343-1,chr18,4680243,4680443,1,9430020K01Rik
Merged-chr18-4683331-1,chr18,4683231,4683431,1,9430020K01Rik
Merged-chr18-4689853-2,chr18,4689721,4689986,1,9430020K01Rik
Merged-chr18-4712614-1,chr18,4712514,4712714,2,"9430020K01Rik,Gm10556"
Merged-chr18-4713464-1,chr18,4713364,4713564,2,"9430020K01Rik,Gm10556"
Merged-chr18-4717576-1,chr18,4717476,4717676,2,"9430020K01Rik,Gm10556"
Merged-chr18-4735663-1,chr18,4735563,4735763,2,"9430020K01Rik,Gm10556"
Merged-chr18-4746380-1,chr18,4746280,4746480,2,"9430020K01Rik,Gm10556"
Merged-chr18-4752008-1,chr18,4751908,4752108,2,"9430020K01Rik,Gm10556"
Merged-chr18-4753928-1,chr18,4753828,4754028,2,"9430020K01Rik,Gm10556"
Merged-chr18-4755139-1,chr18,4755039,4755239,2,"9430020K01Rik,Gm10556"
Merged-chr18-4759728-1,chr18,4759628,4759828,2,"9430020K01Rik,Gm10556"
Merged-chr18-4764268-1,chr18,4764168,4764368,2,"9430020K01Rik,Gm10556"
