gene_name,chrom,txStart,txEnd
Kdm3b,chr18,34677007,34939370
Reep2,chr18,34740588,34947463
Egr1,chr18,34761206,34964956
Etf1,chr18,34802784,35032003
Hspa9,chr18,34837414,35054351
Ctnna1,chr18,35018911,35354775
Lrrtm2,chr18,35109005,35315024
Sil1,chr18,35166395,35598925
Snhg4,chr18,35453409,35658316
Mir1949,chr18,35454566,35654636
Snora74a,chr18,35457029,35657227
Matr3,chr18,35462157,35692045
Paip2,chr18,35498666,35717185
Slc23a1,chr18,35514603,35727227
Mzb1,chr18,35547264,35749367
Prob1,chr18,35550350,35755199
Spata24,chr18,35556688,35762186
Dnajc18,chr18,35571104,35803144
Ecscr,chr18,35613088,35821491
1700066B19Rik,chr18,35626988,35830869
Tmem173,chr18,35633677,35840554
Ube2d2a,chr18,35671558,35907172
Cxxc5,chr18,35729817,35961688
Psd2,chr18,35864829,36114716
Nrg2,chr18,35917657,36297160
4930471G03Rik,chr18,36006202,36209954
Pura,chr18,36181161,36388244
Igip,chr18,36200100,36401478
Cystm1,chr18,36248623,36493370
Pfdn1,chr18,36303678,36554495
Hbegf,chr18,36404926,36615805
Slc4a9,chr18,36428151,36656272
Ankhd1,chr18,36460602,36758908
Eif4ebp3,chr18,36564059,36766324
Sra1,chr18,36567186,36770311
Apbb3,chr18,36571158,36779366
Slc35a4,chr18,36579214,36783862
E230025N22Rik,chr18,36584922,36795925
Cd14,chr18,36625063,36826815
Tmco6,chr18,36635069,36842391
Ndufa2,chr18,36642331,36844587
Ik,chr18,36644655,36857639
Wdr55,chr18,36660238,36863708
Dnd1,chr18,36663670,36866214
Hars,chr18,36666527,36883205
Hars2,chr18,36683208,36892560
Zmat2,chr18,36693922,36899660
Vaultrc5,chr18,36701762,36902107
Gm6756,chr18,36820304,37022207
Pcdha1,chr18,36830284,37287657
Pcdha2,chr18,36839204,37287660
Pcdha3,chr18,36846206,37287657
Gm37013,chr18,36852647,37941872
Pcdha4,chr18,36852688,37287657
Pcdha5,chr18,36860439,37287657
Gm38666,chr18,36867630,37941872
Pcdha6,chr18,36867755,37287657
Gm38667,chr18,36873801,37941872
Pcdha7,chr18,36873923,37287657
Pcdha8,chr18,36892466,37287657
Pcdha9,chr18,36897879,37287657
Pcdha10,chr18,36905319,37287657
Pcdha11,chr18,36910857,37287657
Pcdha12,chr18,36920229,37287657
Pcdhac1,chr18,36990135,37287657
Pcdhac2,chr18,37043968,37287657
Pcdhb1,chr18,37164997,37367454
Pcdhb2,chr18,37194839,37397614
Pcdhb3,chr18,37200798,37404585
Pcdhb4,chr18,37207454,37411173
Pcdhb5,chr18,37220380,37423913
Pcdhb6,chr18,37234027,37436346
Pcdhb7,chr18,37241701,37445207
Pcdhb8,chr18,37255270,37457610
Pcdhb9,chr18,37300854,37503909
Pcdhb10,chr18,37311673,37514514
Pcdhb11,chr18,37321417,37525032
Pcdhb12,chr18,37335620,37538654
Pcdhb13,chr18,37342516,37546209
Pcdhb14,chr18,37347656,37551094
Pcdhb15,chr18,37373545,37576340
Pcdhb16,chr18,37377767,37583037
Pcdhb17,chr18,37385020,37588290
Pcdhb18,chr18,37389464,37594503
Pcdhb19,chr18,37396997,37601711
Pcdhb20,chr18,37404263,37607661
Pcdhb21,chr18,37413651,37616363
Pcdhb22,chr18,37418352,37621419
Slc25a2,chr18,37537377,37738723
Taf7,chr18,37540490,37744204
Pcdhga1,chr18,37561944,37941870
Pcdhga2,chr18,37569104,37941870
Pcdhga3,chr18,37574334,37941872
Pcdhgb1,chr18,37580457,37941870
Pcdhga4,chr18,37585399,37941870
Pcdhgb2,chr18,37589858,37941872
Pcdhga5,chr18,37594500,37941870
Pcdhga6,chr18,37607228,37941870
Pcdhga7,chr18,37614833,37941872
Pcdhgb4,chr18,37620553,37941870
Pcdhga8,chr18,37625705,37941872
Pcdhgb5,chr18,37631153,37941870
Pcdhga9,chr18,37636935,37941863
Pcdhgb6,chr18,37642093,37941872
Pcdhga10,chr18,37647187,37941870
Pcdhgb7,chr18,37651778,37941870
Pcdhga11,chr18,37655772,37941872
Pcdhgb8,chr18,37661800,37941872
Pcdhga12,chr18,37665579,37941872
Pcdhgc3,chr18,37706409,37941872
Pcdhgc4,chr18,37715078,37941872
Pcdhgc5,chr18,37719545,37941872
Diaph1,chr18,37743600,38035476
Mir6979,chr18,37754604,37954660
Hdac3,chr18,37836970,38054988
Rell2,chr18,37855558,38059179
Fchsd1,chr18,37857433,38069731
Arap3,chr18,37872622,38098969
Mir6981,chr18,37874502,38074617
Mir6980,chr18,37890886,38090945
Pcdh1,chr18,38096693,38309762
1700086O06Rik,chr18,38138404,38350565
0610009O20Rik,chr18,38150248,38362629
Pcdh12,chr18,38167091,38384401
Rnf14,chr18,38196634,38417849
Gnpda1,chr18,38227536,38438993
Ndfip1,chr18,38318974,38564406
Spry4,chr18,38486264,38701268
Fgf1,chr18,38738672,39018699
Gm5820,chr18,38792455,39071274
Arhgap26,chr18,38893144,39476285
Nr3c1,chr18,39310544,39587245
Pabpc2,chr18,39673496,39876082
Yipf5,chr18,40104864,40319399
2900055J20Rik,chr18,40156961,40357687
Kctd16,chr18,40158360,40631184
Prelid2,chr18,41775695,42051194
Grxcr2,chr18,41885322,42099049
Sh3rf2,chr18,41953709,42258695
Plac8l1,chr18,42078674,42296709
Lars,chr18,42102348,42362071
Gm4013,chr18,42174379,42375197
Rbm27,chr18,42175352,42441540
Pou4f3,chr18,42294596,42496093
Tcerg1,chr18,42411486,42675785
Gpr151,chr18,42478019,42679652
Ppp2r2b,chr18,42545220,43159471
Stk32a,chr18,43107696,43417481
Dpysl3,chr18,43220978,43538286
Jakmip2,chr18,43431407,43787773
Spink1,chr18,43628068,43837237
Scgb3a2,chr18,43664300,43867399
Gm94,chr18,43677195,43892878
Spink5,chr18,43863240,44122487
Spink14,chr18,43927868,44132208
Spink6,chr18,43971392,44183610
Spink12,chr18,44004522,44208543
Gm10267,chr18,44056402,44259885
Spinkl,chr18,44066357,44275073
Spink11,chr18,44090044,44296177
Npy6r,chr18,44170126,44377700
Myot,chr18,44234073,44455722
Dcp2,chr18,44280499,44524969
Mcc,chr18,44325059,44912182
A930012L18Rik,chr18,44561664,44776271
Ythdc2,chr18,44728664,44989720
Kcnn2,chr18,45168859,45785883
A330093E20Rik,chr18,45583486,46145260
Trim36,chr18,46065299,46312607
Pggt1b,chr18,46139948,46380850
Ccdc112,chr18,46182150,46411928
Mospd4,chr18,46364933,46565816
Fem1c,chr18,46404605,46625971
Ticam2,chr18,46458230,46674533
Tmed7,chr18,46485927,46697535
Eif1a,chr18,46497703,46710225
Cdo1,chr18,46613204,46828342
Atg12,chr18,46632416,46841579
Ap3s1,chr18,46641875,46890826
Lvrn,chr18,46750038,47005446
Arl14epl,chr18,46821814,47034222
Commd10,chr18,46858875,47187994
Sema6a,chr18,47145253,47468870
9130209A04Rik,chr18,47352667,47570868
Gm5095,chr18,47437734,47818636
G630055G22Rik,chr18,47822840,48207980
Eno1b,chr18,47945334,48148383
1700044K03Rik,chr18,49423288,49624441
Dtwd2,chr18,49596144,49855601
1700065O20Rik,chr18,49703331,49917956
Dmxl1,chr18,49732996,50065473
Tnfaip8,chr18,49879426,50193229
Hsd17b4,chr18,50028200,50296270
Fam170a,chr18,50178368,50383019
Hdhd1a,chr18,50467655,50668699
Prr16,chr18,51017897,51404641
Mir28a,chr18,52023524,52223546
Ftmt,chr18,52231535,52432996
Srfbp1,chr18,52365692,52590738
Lox,chr18,52416059,52629867
Zfp474,chr18,52515914,52739830
1700034E13Rik,chr18,52546219,52763731
Gykl1,chr18,52593678,52795593
Sncaip,chr18,52667810,53015931
Mir467f,chr18,52722107,53002647
Snx2,chr18,53076364,53320860
Snx24,chr18,53145661,53490825
Ppic,chr18,53306340,53518007
Prdm6,chr18,53364545,53675857
Gm19466,chr18,53548150,53805418
Cep120,chr18,53581722,53844547
Csnk1g3,chr18,53762112,54055684
Redrum,chr18,54322294,54553294
9330117O12Rik,chr18,54511743,54739870
Zfp608,chr18,54788044,55090180
Gramd3,chr18,56332131,56603792
Aldh7a1,chr18,56425735,56672939
Mir1258,chr18,56438138,56638198
Phax,chr18,56462568,56687712
Tex43,chr18,56488347,56694779
Lmnb1,chr18,56607812,56853424
3-Mar,chr18,56661715,57025548
Gm10536,chr18,56836259,57040518
C330018D20Rik,chr18,56855830,57075379
Megf10,chr18,57033089,57397467
Prrc1,chr18,57254732,57492719
Ctxn3,chr18,57368485,57578134
1700066O22Rik,chr18,57404421,57633752
1700011I03Rik,chr18,57433779,57831065
4930511M06Rik,chr18,57445360,57652397
2210409D07Rik,chr18,57532078,57738585
Slc12a2,chr18,57778677,58046821
Fbn2,chr18,57908622,58309926
Slc27a6,chr18,58456239,58712869
Isoc1,chr18,58559481,58779570
Adamts19,chr18,58736362,59153678
A730017C20Rik,chr18,58962380,59176960
Chsy3,chr18,59075339,59511336
Mir6355,chr18,59479629,59679735
Gm4951,chr18,60112076,60347820
Gm4841,chr18,60168300,60373267
F830016B08Rik,chr18,60193379,60403016
Iigp1,chr18,60276028,60492629
Smim3,chr18,60374190,60601983
Dctn4,chr18,60426220,60658762
Rbm22,chr18,60460785,60672729
Myoz3,chr18,60473716,60691716
Synpo,chr18,60493989,60724305
G630071F17Rik,chr18,60563409,60771624
Ndst1,chr18,60584493,60848665
Rps14,chr18,60674595,60878546
Cd74,chr18,60703848,60912652
Mir5107,chr18,60712075,60912163
Tcof1,chr18,60713755,60948964
Arsi,chr18,60812239,61017768
Camk2a,chr18,60825631,61088152
Mir7220,chr18,60853872,61053932
Mir6982,chr18,60858072,61058140
Slc6a7,chr18,60895379,61114199
Cdx1,chr18,60918861,61136199
Pdgfrb,chr18,60945149,61185067
Csf1r,chr18,61005571,61231139
Mir6983,chr18,61017467,61217531
Hmgxb3,chr18,61031276,61277050
Slc26a2,chr18,61096853,61311596
Pde6a,chr18,61120498,61389718
Ppargc1b,chr18,61198135,61500431
A530050N04Rik,chr18,61370224,61584607
Arhgef37,chr18,61393793,61636536
Csnk1a1,chr18,61455581,61688299
Bvht,chr18,61539652,61747485
Carmn,chr18,61545877,61765538
Mir145a,chr18,61547824,61747894
Mir143,chr18,61549195,61749258
Il17b,chr18,61587934,61792537
Pcyox1l,chr18,61596836,61807635
Grpel2,chr18,61612423,61826331
1500015A07Rik,chr18,61626389,61828253
Afap1l1,chr18,61630261,61886662
Ablim3,chr18,61699392,62011852
Sh3tc2,chr18,61853074,62115719
Adrb2,chr18,62077712,62279981
Htr4,chr18,62224203,62567802
Fbxo38,chr18,62404058,62648743
Spink10,chr18,62448910,62761388
Spink7,chr18,62492412,62696264
Spink13,chr18,62507539,62841387
2700046A07Rik,chr18,62651673,62856347
Apcdd1,chr18,62822326,63053195
Napg,chr18,62877915,63099451
Piezo2,chr18,62910212,63487183
Txnl1,chr18,63562800,63792359
Wdr7,chr18,63608694,64089759
St8sia3os,chr18,64057723,64377180
St8sia3,chr18,64154358,64376144
Onecut2,chr18,64240363,64498488
Fech,chr18,64356541,64589098
Nars,chr18,64399646,64616557
Atp8b1,chr18,64428978,64761000
Nedd4l,chr18,64787755,65317826
Mir466p,chr18,65095452,65719615
Mir122,chr18,65148860,65348926
Alpk2,chr18,65165530,65493888
Malt1,chr18,65330996,65578792
Zfp532,chr18,65480229,65789436
Oacyl,chr18,65598267,65851537
Sec11c,chr18,65700577,65917657
Grp,chr18,65773485,65986596
Rax,chr18,65834638,66039089
Cplx4,chr18,65855721,66070178
Lman1,chr18,65880738,66102635
Ccbe1,chr18,65956855,66391838
Mir694,chr18,66119263,66319333
Pmaip1,chr18,66358603,66565558
Gm9926,chr18,66404177,66611737
Mc4r,chr18,66757704,66960487
Gm19784,chr18,66824761,67049961
Gnal,chr18,66988297,67326791
Chmp1b,chr18,67105358,67307887
Mppe1,chr18,67125529,67345830
Impa2,chr18,67189222,67418841
B430212C06Rik,chr18,67221208,67444103
Cidea,chr18,67243563,67467794
Tubb6,chr18,67290730,67502749
Afg3l2,chr18,67304763,67549136
Prelid3a,chr18,67364848,67580581
Spire1,chr18,67388208,67652721
Cep76,chr18,67517396,67741336
Psmg2,chr18,67541598,67754162
Ptpn2,chr18,67565500,67824621
Seh1l,chr18,67674875,67895487
4930549G23Rik,chr18,67676032,67899943
Cep192,chr18,67700106,67985170
Ldlrad4,chr18,67833256,68355549
Fam210a,chr18,68160184,68400333
Mir7219,chr18,68160919,68360973
Rnmt,chr18,68200354,68424852
Mc5r,chr18,68237602,68439711
Mc2r,chr18,68306898,68529320
Mir6356,chr18,68639399,68839501
4930546C10Rik,chr18,68789486,69051528
Mir145b,chr18,68922198,69122273
Tcf4,chr18,69244491,69787967
Ccdc68,chr18,69825558,70069484
Rab27b,chr18,69879130,70241605
Dynap,chr18,70140428,70344584
4930503L19Rik,chr18,70353139,70572480
Stard6,chr18,70372453,70601065
Poli,chr18,70408679,70630321
Mir6357,chr18,70416785,70616889
Mbd2,chr18,70468291,70726131
Dcc,chr18,71153631,72451069
Mex3c,chr18,73472704,73692578
Smad4,chr18,73539012,73803741
Elac1,chr18,73635037,73854479
Me2,chr18,73670039,73915392
Mro,chr18,73759384,73979134
Mapk4,chr18,73828485,74164949
D730045A05Rik,chr18,73917906,74120088
Ska1,chr18,74095298,74307818
Cxxc1,chr18,74116211,74321491
Mbd1,chr18,74168287,74382684
Cfap53,chr18,74183099,74459984
Myo5b,chr18,74342618,74871477
1700120E14Rik,chr18,74395677,74631124
Scarna17,chr18,74678393,74878455
Acaa2,chr18,74679211,74906207
Lipg,chr18,74839321,75061263
9030625G05Rik,chr18,74872763,75081547
Rpl17,chr18,74900476,75103381
Snord58b,chr18,74901067,75101122
BC031181,chr18,74905899,75109933
Dym,chr18,74918771,75386966
2010010A06Rik,chr18,75188659,75397329
Smad7,chr18,75267364,75495934
Ctif,chr18,75331220,75797696
Gm10532,chr18,75414644,75622806
Zbtb7c,chr18,75720177,76248564
2900057B20Rik,chr18,75991556,76198471
Mir6358,chr18,76070551,76270652
Smad2,chr18,76141700,76411747
Skor2,chr18,76756404,77000342
Ier3ip1,chr18,76830026,77041614
Hdhd2,chr18,76844114,77072171
Katnal2,chr18,76893199,77147296
Pias2,chr18,76965207,77255708
St8sia5,chr18,77085846,77355450
Loxhd1,chr18,77181957,77542257
Rnf165,chr18,77356109,77665136
8030462N17Rik,chr18,77533280,77814010
4930465K10Rik,chr18,77614183,77815445
Haus1,chr18,77657566,77867780
Atp5a1,chr18,77673767,77882868
Pstpip2,chr18,77694549,77982879
Epg5,chr18,77838466,78135027
Siglec15,chr18,77943613,78157268
Slc14a1,chr18,78000090,78242119
Slc14a2,chr18,78046143,78696950
Setbp1,chr18,78650377,79209391
Pard6g,chr18,79946894,80219640
Adnp2,chr18,80027134,80251482
LOC105246506,chr18,80086238,80293569
Rbfa,chr18,80092263,80300619
Txnl4a,chr18,80106797,80325851
Hsbp1l1,chr18,80129755,80347102
Pqlc1,chr18,80155244,80392724
Kcng2,chr18,80194543,80464254
Ctdp1,chr18,80307958,80569667
Gm2176,chr18,80441891,80644546
Nfatc1,chr18,80506204,80813071
Atp9b,chr18,80634140,81034058
Sall3,chr18,80866373,81086578
Mir5127,chr18,81892009,82092080
Galr1,chr18,82292495,82506777
Mbp,chr18,82375122,82685637
Zfp236,chr18,82493596,82792734
Mir5112,chr18,82620280,82820340
2210420H20Rik,chr18,82654504,82859039
4930445N18Rik,chr18,82755896,82959162
Zfp516,chr18,82810878,83105314
4930592I03Rik,chr18,82818404,83020560
4921531P14Rik,chr18,83192791,83425884
Tshz1,chr18,83911626,84186562
Zadh2,chr18,83988157,84197514
Zfp407,chr18,84107701,84689504
Cndp1,chr18,84510508,84750095
Cndp2,chr18,84567464,84785702
Fam69c,chr18,84620241,84840436
Cyb5a,chr18,84751337,84979871
Fbxo15,chr18,84835024,85081392
Timm21,chr18,84847293,85051524
Neto1,chr18,86294951,86601897
Cbln2,chr18,86611109,86818283
Socs6,chr18,88767879,88994207
Rttn,chr18,88871789,89231014
Mir6359,chr18,88872029,89072110
Cd226,chr18,89097426,89370327
Dok6,chr18,89201134,89869136
Tmx3,chr18,90410153,90643267
