peak_name,chr,start,end,gene_number,gene_name
Merged-chr3-3325453-1,chr3,3325353,3325553,0,NA
Merged-chr3-3326273-1,chr3,3326173,3326373,0,NA
Merged-chr3-3332720-1,chr3,3332620,3332820,0,NA
Merged-chr3-3334138-1,chr3,3334038,3334238,0,NA
Merged-chr3-3380209-1,chr3,3380109,3380309,0,NA
Merged-chr3-3389455-1,chr3,3389355,3389555,0,NA
Merged-chr3-3440482-1,chr3,3440382,3440582,1,Hnf4g
Merged-chr3-3457151-1,chr3,3457051,3457251,1,Hnf4g
Merged-chr3-3462148-1,chr3,3462048,3462248,1,Hnf4g
Merged-chr3-3463734-1,chr3,3463634,3463834,1,Hnf4g
Merged-chr3-3465915-1,chr3,3465815,3466015,1,Hnf4g
Merged-chr3-3494485-1,chr3,3494385,3494585,1,Hnf4g
Merged-chr3-3500779-1,chr3,3500679,3500879,1,Hnf4g
Merged-chr3-3504163-1,chr3,3504063,3504263,1,Hnf4g
Merged-chr3-3505272-1,chr3,3505172,3505372,1,Hnf4g
Merged-chr3-3507991-1,chr3,3507891,3508091,1,Hnf4g
Merged-chr3-3508230-1,chr3,3508130,3508330,1,Hnf4g
Merged-chr3-3515990-1,chr3,3515890,3516090,1,Hnf4g
Merged-chr3-3517714-1,chr3,3517614,3517814,1,Hnf4g
Merged-chr3-3519379-1,chr3,3519279,3519479,1,Hnf4g
Merged-chr3-3529704-1,chr3,3529604,3529804,1,Hnf4g
Merged-chr3-3552076-1,chr3,3551976,3552176,1,Hnf4g
Merged-chr3-3561184-1,chr3,3561084,3561284,1,Hnf4g
Merged-chr3-3573486-1,chr3,3573386,3573586,1,Hnf4g
Merged-chr3-3587225-1,chr3,3587125,3587325,1,Hnf4g
Merged-chr3-3587753-1,chr3,3587653,3587853,1,Hnf4g
Merged-chr3-3592800-2,chr3,3592665,3592936,1,Hnf4g
Merged-chr3-3596290-1,chr3,3596190,3596390,1,Hnf4g
Merged-chr3-3608814-1,chr3,3608714,3608914,1,Hnf4g
Merged-chr3-3613436-1,chr3,3613336,3613536,1,Hnf4g
Merged-chr3-3621538-1,chr3,3621438,3621638,1,Hnf4g
Merged-chr3-3629290-1,chr3,3629190,3629390,1,Hnf4g
Merged-chr3-3668007-1,chr3,3667907,3668107,1,Hnf4g
Merged-chr3-3679440-1,chr3,3679340,3679540,1,Hnf4g
Merged-chr3-3695958-1,chr3,3695858,3696058,1,Hnf4g
Merged-chr3-3698921-1,chr3,3698821,3699021,1,Hnf4g
Merged-chr3-3702472-1,chr3,3702372,3702572,1,Hnf4g
Merged-chr3-3710304-1,chr3,3710204,3710404,1,Hnf4g
Merged-chr3-3719488-1,chr3,3719388,3719588,1,Hnf4g
Merged-chr3-3728541-1,chr3,3728441,3728641,1,Hnf4g
Merged-chr3-3732117-1,chr3,3732017,3732217,1,Hnf4g
Merged-chr3-3734514-2,chr3,3734373,3734655,1,Hnf4g
Merged-chr3-3744532-1,chr3,3744432,3744632,1,Hnf4g
Merged-chr3-3768677-1,chr3,3768577,3768777,0,NA
Merged-chr3-3777936-1,chr3,3777836,3778036,0,NA
Merged-chr3-3797804-1,chr3,3797704,3797904,0,NA
Merged-chr3-3822860-1,chr3,3822760,3822960,0,NA
Merged-chr3-3832125-1,chr3,3832025,3832225,0,NA
Merged-chr3-3874795-1,chr3,3874695,3874895,0,NA
Merged-chr3-3875195-1,chr3,3875095,3875295,0,NA
Merged-chr3-3875948-1,chr3,3875848,3876048,0,NA
Merged-chr3-3895221-1,chr3,3895121,3895321,0,NA
Merged-chr3-3896223-1,chr3,3896123,3896323,0,NA
Merged-chr3-3907224-1,chr3,3907124,3907324,0,NA
Merged-chr3-3946720-1,chr3,3946620,3946820,0,NA
Merged-chr3-3968521-1,chr3,3968421,3968621,0,NA
Merged-chr3-3974729-1,chr3,3974629,3974829,0,NA
Merged-chr3-3988728-1,chr3,3988628,3988828,0,NA
Merged-chr3-3993863-1,chr3,3993763,3993963,0,NA
Merged-chr3-4001964-1,chr3,4001864,4002064,0,NA
Merged-chr3-4009820-1,chr3,4009720,4009920,0,NA
Merged-chr3-4018834-1,chr3,4018734,4018934,0,NA
Merged-chr3-4022019-1,chr3,4021919,4022119,0,NA
Merged-chr3-4022271-1,chr3,4022171,4022371,0,NA
Merged-chr3-4042059-1,chr3,4041959,4042159,0,NA
Merged-chr3-4068268-1,chr3,4068168,4068368,0,NA
Merged-chr3-4092607-1,chr3,4092507,4092707,0,NA
Merged-chr3-4092832-1,chr3,4092732,4092932,0,NA
Merged-chr3-4095211-1,chr3,4095111,4095311,0,NA
Merged-chr3-4096217-1,chr3,4096117,4096317,0,NA
Merged-chr3-4130728-1,chr3,4130628,4130828,0,NA
Merged-chr3-4147518-1,chr3,4147418,4147618,0,NA
Merged-chr3-4148226-1,chr3,4148126,4148326,0,NA
Merged-chr3-4155479-1,chr3,4155379,4155579,0,NA
Merged-chr3-4156884-1,chr3,4156784,4156984,0,NA
Merged-chr3-4182680-1,chr3,4182580,4182780,0,NA
Merged-chr3-4207617-1,chr3,4207517,4207717,0,NA
Merged-chr3-4208732-1,chr3,4208632,4208832,0,NA
Merged-chr3-4242480-1,chr3,4242380,4242580,0,NA
Merged-chr3-4246188-2,chr3,4246063,4246313,0,NA
Merged-chr3-4254058-1,chr3,4253958,4254158,0,NA
Merged-chr3-4265954-1,chr3,4265854,4266054,0,NA
Merged-chr3-4267299-1,chr3,4267199,4267399,0,NA
Merged-chr3-4270844-1,chr3,4270744,4270944,0,NA
Merged-chr3-4272077-1,chr3,4271977,4272177,0,NA
Merged-chr3-4282359-1,chr3,4282259,4282459,0,NA
Merged-chr3-4285114-1,chr3,4285014,4285214,0,NA
Merged-chr3-4295836-1,chr3,4295736,4295936,0,NA
Merged-chr3-4314648-2,chr3,4314487,4314810,0,NA
Merged-chr3-4329491-1,chr3,4329391,4329591,0,NA
Merged-chr3-4340369-2,chr3,4340201,4340537,0,NA
Merged-chr3-4342716-1,chr3,4342616,4342816,0,NA
Merged-chr3-4368454-1,chr3,4368354,4368554,0,NA
Merged-chr3-4379434-1,chr3,4379334,4379534,0,NA
Merged-chr3-4384173-1,chr3,4384073,4384273,0,NA
Merged-chr3-4394359-1,chr3,4394259,4394459,0,NA
Merged-chr3-4426124-1,chr3,4426024,4426224,0,NA
Merged-chr3-4428846-1,chr3,4428746,4428946,0,NA
Merged-chr3-4434326-1,chr3,4434226,4434426,0,NA
Merged-chr3-4435562-1,chr3,4435462,4435662,0,NA
Merged-chr3-4435876-1,chr3,4435776,4435976,0,NA
Merged-chr3-4465734-1,chr3,4465634,4465834,0,NA
Merged-chr3-4475642-1,chr3,4475542,4475742,0,NA
Merged-chr3-4475919-1,chr3,4475819,4476019,0,NA
Merged-chr3-4477170-1,chr3,4477070,4477270,0,NA
Merged-chr3-4486003-1,chr3,4485903,4486103,0,NA
Merged-chr3-4490513-1,chr3,4490413,4490613,0,NA
Merged-chr3-4495687-1,chr3,4495587,4495787,0,NA
Merged-chr3-4502615-1,chr3,4502515,4502715,0,NA
Merged-chr3-4520746-1,chr3,4520646,4520846,0,NA
Merged-chr3-4529289-1,chr3,4529189,4529389,0,NA
Merged-chr3-4533524-2,chr3,4533420,4533629,0,NA
Merged-chr3-4534947-2,chr3,4534843,4535052,0,NA
Merged-chr3-4538444-1,chr3,4538344,4538544,0,NA
Merged-chr3-4539013-1,chr3,4538913,4539113,0,NA
Merged-chr3-4558193-1,chr3,4558093,4558293,0,NA
Merged-chr3-4561244-1,chr3,4561144,4561344,0,NA
Merged-chr3-4564418-1,chr3,4564318,4564518,0,NA
Merged-chr3-4566289-1,chr3,4566189,4566389,0,NA
Merged-chr3-4575037-1,chr3,4574937,4575137,0,NA
Merged-chr3-4576258-1,chr3,4576158,4576358,0,NA
Merged-chr3-4576886-1,chr3,4576786,4576986,0,NA
Merged-chr3-4580429-1,chr3,4580329,4580529,0,NA
Merged-chr3-4582575-1,chr3,4582475,4582675,0,NA
Merged-chr3-4592446-1,chr3,4592346,4592546,0,NA
Merged-chr3-4593421-1,chr3,4593321,4593521,0,NA
Merged-chr3-4610784-1,chr3,4610684,4610884,0,NA
Merged-chr3-4612286-1,chr3,4612186,4612386,0,NA
Merged-chr3-4618392-1,chr3,4618292,4618492,0,NA
Merged-chr3-4654498-1,chr3,4654398,4654598,0,NA
Merged-chr3-4664226-1,chr3,4664126,4664326,0,NA
Merged-chr3-4671750-1,chr3,4671650,4671850,0,NA
Merged-chr3-4675245-1,chr3,4675145,4675345,0,NA
Merged-chr3-4676804-1,chr3,4676704,4676904,0,NA
Merged-chr3-4705402-1,chr3,4705302,4705502,1,1110015O18Rik
Merged-chr3-4718176-1,chr3,4718076,4718276,1,1110015O18Rik
Merged-chr3-4725605-1,chr3,4725505,4725705,1,1110015O18Rik
Merged-chr3-4734315-1,chr3,4734215,4734415,1,1110015O18Rik
Merged-chr3-4735042-2,chr3,4734908,4735177,1,1110015O18Rik
Merged-chr3-4743776-6,chr3,4743658,4743924,1,1110015O18Rik
Merged-chr3-4755735-1,chr3,4755635,4755835,1,1110015O18Rik
Merged-chr3-4764717-1,chr3,4764617,4764817,1,1110015O18Rik
Merged-chr3-4765308-1,chr3,4765208,4765408,1,1110015O18Rik
Merged-chr3-4771960-1,chr3,4771860,4772060,1,1110015O18Rik
Merged-chr3-4777832-1,chr3,4777732,4777932,1,1110015O18Rik
Merged-chr3-4780758-1,chr3,4780658,4780858,1,1110015O18Rik
Merged-chr3-4799878-1,chr3,4799778,4799978,1,1110015O18Rik
Merged-chr3-4802331-1,chr3,4802231,4802431,1,1110015O18Rik
Merged-chr3-4807367-1,chr3,4807267,4807467,1,1110015O18Rik
Merged-chr3-4811791-1,chr3,4811691,4811891,1,1110015O18Rik
Merged-chr3-4812031-1,chr3,4811931,4812131,1,1110015O18Rik
Merged-chr3-4825452-1,chr3,4825352,4825552,1,1110015O18Rik
Merged-chr3-4826001-1,chr3,4825901,4826101,1,1110015O18Rik
Merged-chr3-4857291-1,chr3,4857191,4857391,1,1110015O18Rik
Merged-chr3-4857965-1,chr3,4857865,4858065,1,1110015O18Rik
Merged-chr3-4878247-1,chr3,4878147,4878347,1,1110015O18Rik
Merged-chr3-4881979-1,chr3,4881879,4882079,1,1110015O18Rik
Merged-chr3-4891642-1,chr3,4891542,4891742,1,1110015O18Rik
Merged-chr3-4894825-1,chr3,4894725,4894925,1,1110015O18Rik
Merged-chr3-4903640-1,chr3,4903540,4903740,1,1110015O18Rik
Merged-chr3-4917025-1,chr3,4916925,4917125,0,NA
Merged-chr3-4918527-1,chr3,4918427,4918627,0,NA
Merged-chr3-4925973-2,chr3,4925784,4926163,0,NA
Merged-chr3-4939744-1,chr3,4939644,4939844,0,NA
Merged-chr3-4945250-1,chr3,4945150,4945350,0,NA
Merged-chr3-4948524-1,chr3,4948424,4948624,0,NA
Merged-chr3-4952097-1,chr3,4951997,4952197,0,NA
Merged-chr3-4968653-1,chr3,4968553,4968753,0,NA
Merged-chr3-4977263-1,chr3,4977163,4977363,0,NA
Merged-chr3-4981899-1,chr3,4981799,4981999,0,NA
Merged-chr3-4989960-2,chr3,4989853,4990067,0,NA
Merged-chr3-4992399-1,chr3,4992299,4992499,0,NA
Merged-chr3-5003020-1,chr3,5002920,5003120,0,NA
Merged-chr3-5004525-1,chr3,5004425,5004625,0,NA
Merged-chr3-5017110-1,chr3,5017010,5017210,0,NA
Merged-chr3-5023317-1,chr3,5023217,5023417,0,NA
Merged-chr3-5065242-1,chr3,5065142,5065342,0,NA
Merged-chr3-5069495-1,chr3,5069395,5069595,0,NA
Merged-chr3-5077105-1,chr3,5077005,5077205,0,NA
Merged-chr3-5107054-1,chr3,5106954,5107154,1,2700069I18Rik
Merged-chr3-5112432-1,chr3,5112332,5112532,1,2700069I18Rik
Merged-chr3-5118857-1,chr3,5118757,5118957,2,"2700069I18Rik,Zfhx4"
Merged-chr3-5128253-1,chr3,5128153,5128353,2,"2700069I18Rik,Zfhx4"
Merged-chr3-5128661-1,chr3,5128561,5128761,2,"2700069I18Rik,Zfhx4"
Merged-chr3-5129358-1,chr3,5129258,5129458,2,"2700069I18Rik,Zfhx4"
Merged-chr3-5142631-1,chr3,5142531,5142731,2,"2700069I18Rik,Zfhx4"
Merged-chr3-5148563-1,chr3,5148463,5148663,2,"2700069I18Rik,Zfhx4"
Merged-chr3-5153107-1,chr3,5153007,5153207,2,"2700069I18Rik,Zfhx4"
Merged-chr3-5157455-1,chr3,5157355,5157555,2,"2700069I18Rik,Zfhx4"
Merged-chr3-5169317-1,chr3,5169217,5169417,2,"2700069I18Rik,Zfhx4"
Merged-chr3-5178080-1,chr3,5177980,5178180,2,"2700069I18Rik,Zfhx4"
Merged-chr3-5178668-1,chr3,5178568,5178768,2,"2700069I18Rik,Zfhx4"
Merged-chr3-5191255-1,chr3,5191155,5191355,2,"2700069I18Rik,Zfhx4"
Merged-chr3-5199269-1,chr3,5199169,5199369,2,"2700069I18Rik,Zfhx4"
Merged-chr3-5210353-1,chr3,5210253,5210453,2,"2700069I18Rik,Zfhx4"
Merged-chr3-5215176-2,chr3,5214978,5215374,2,"2700069I18Rik,Zfhx4"
Merged-chr3-5215779-1,chr3,5215679,5215879,2,"2700069I18Rik,Zfhx4"
Merged-chr3-5219022-1,chr3,5218922,5219122,2,"2700069I18Rik,Zfhx4"
Merged-chr3-5219717-5,chr3,5219419,5219953,2,"2700069I18Rik,Zfhx4"
Merged-chr3-5226581-1,chr3,5226481,5226681,2,"2700069I18Rik,Zfhx4"
Merged-chr3-5229184-1,chr3,5229084,5229284,2,"2700069I18Rik,Zfhx4"
Merged-chr3-5231940-1,chr3,5231840,5232040,2,"2700069I18Rik,Zfhx4"
Merged-chr3-5233992-1,chr3,5233892,5234092,2,"2700069I18Rik,Zfhx4"
Merged-chr3-5245453-1,chr3,5245353,5245553,2,"2700069I18Rik,Zfhx4"
Merged-chr3-5256663-1,chr3,5256563,5256763,2,"2700069I18Rik,Zfhx4"
Merged-chr3-5266804-1,chr3,5266704,5266904,2,"2700069I18Rik,Zfhx4"
Merged-chr3-5271640-2,chr3,5271540,5271740,2,"2700069I18Rik,Zfhx4"
Merged-chr3-5272121-44,chr3,5271792,5272330,2,"2700069I18Rik,Zfhx4"
Merged-chr3-5280486-1,chr3,5280386,5280586,2,"2700069I18Rik,Zfhx4"
Merged-chr3-5300332-1,chr3,5300232,5300432,2,"2700069I18Rik,Zfhx4"
Merged-chr3-5318858-1,chr3,5318758,5318958,2,"2700069I18Rik,Zfhx4"
Merged-chr3-5326976-1,chr3,5326876,5327076,1,Zfhx4
Merged-chr3-5332744-1,chr3,5332644,5332844,1,Zfhx4
Merged-chr3-5335545-1,chr3,5335445,5335645,1,Zfhx4
Merged-chr3-5362232-1,chr3,5362132,5362332,1,Zfhx4
Merged-chr3-5392840-1,chr3,5392740,5392940,1,Zfhx4
Merged-chr3-5395883-1,chr3,5395783,5395983,1,Zfhx4
Merged-chr3-5399641-1,chr3,5399541,5399741,1,Zfhx4
Merged-chr3-5430847-1,chr3,5430747,5430947,1,Zfhx4
Merged-chr3-5453092-1,chr3,5452992,5453192,1,Zfhx4
Merged-chr3-5468201-1,chr3,5468101,5468301,2,"Zfhx4,Pex2"
Merged-chr3-5468985-1,chr3,5468885,5469085,2,"Zfhx4,Pex2"
Merged-chr3-5473458-1,chr3,5473358,5473558,2,"Zfhx4,Pex2"
Merged-chr3-5478813-1,chr3,5478713,5478913,2,"Zfhx4,Pex2"
Merged-chr3-5480054-1,chr3,5479954,5480154,2,"Zfhx4,Pex2"
Merged-chr3-5492267-1,chr3,5492167,5492367,2,"Zfhx4,Pex2"
Merged-chr3-5498390-2,chr3,5498258,5498522,2,"Zfhx4,Pex2"
Merged-chr3-5504086-1,chr3,5503986,5504186,2,"Zfhx4,Pex2"
Merged-chr3-5508036-1,chr3,5507936,5508136,2,"Zfhx4,Pex2"
Merged-chr3-5510103-1,chr3,5510003,5510203,2,"Zfhx4,Pex2"
Merged-chr3-5511633-1,chr3,5511533,5511733,2,"Zfhx4,Pex2"
Merged-chr3-5527262-1,chr3,5527162,5527362,1,Pex2
Merged-chr3-5528355-1,chr3,5528255,5528455,1,Pex2
Merged-chr3-5530806-1,chr3,5530706,5530906,1,Pex2
Merged-chr3-5535328-1,chr3,5535228,5535428,1,Pex2
Merged-chr3-5537127-1,chr3,5537027,5537227,1,Pex2
Merged-chr3-5548134-1,chr3,5548034,5548234,1,Pex2
Merged-chr3-5558565-1,chr3,5558465,5558665,1,Pex2
Merged-chr3-5559389-2,chr3,5559276,5559502,1,Pex2
Merged-chr3-5560666-1,chr3,5560566,5560766,1,Pex2
Merged-chr3-5566414-4,chr3,5566191,5566606,1,Pex2
Merged-chr3-5572687-12,chr3,5572546,5572820,1,Pex2
Merged-chr3-5576165-79,chr3,5575931,5576413,1,Pex2
Merged-chr3-5576687-1,chr3,5576587,5576787,1,Pex2
Merged-chr3-5590015-1,chr3,5589915,5590115,1,Pex2
Merged-chr3-5593148-1,chr3,5593048,5593248,1,Pex2
Merged-chr3-5604877-1,chr3,5604777,5604977,1,Pex2
Merged-chr3-5617815-1,chr3,5617715,5617915,1,Pex2
Merged-chr3-5625104-1,chr3,5625004,5625204,1,Pex2
Merged-chr3-5630890-1,chr3,5630790,5630990,1,Pex2
Merged-chr3-5633734-1,chr3,5633634,5633834,1,Pex2
Merged-chr3-5638386-1,chr3,5638286,5638486,1,Pex2
Merged-chr3-5656627-1,chr3,5656527,5656727,1,Pex2
Merged-chr3-5658493-1,chr3,5658393,5658593,1,Pex2
Merged-chr3-5667151-1,chr3,5667051,5667251,1,Pex2
Merged-chr3-5667967-1,chr3,5667867,5668067,1,Pex2
Merged-chr3-5680437-1,chr3,5680337,5680537,0,NA
Merged-chr3-5691461-1,chr3,5691361,5691561,0,NA
Merged-chr3-5697247-1,chr3,5697147,5697347,0,NA
Merged-chr3-5698689-1,chr3,5698589,5698789,0,NA
Merged-chr3-5718910-1,chr3,5718810,5719010,0,NA
Merged-chr3-5726550-1,chr3,5726450,5726650,0,NA
Merged-chr3-5728456-1,chr3,5728356,5728556,0,NA
Merged-chr3-5729342-1,chr3,5729242,5729442,0,NA
Merged-chr3-5743733-1,chr3,5743633,5743833,0,NA
Merged-chr3-5750807-2,chr3,5750641,5750974,0,NA
Merged-chr3-5752570-1,chr3,5752470,5752670,0,NA
Merged-chr3-5756771-1,chr3,5756671,5756871,0,NA
Merged-chr3-5765642-1,chr3,5765542,5765742,0,NA
Merged-chr3-5783298-1,chr3,5783198,5783398,0,NA
Merged-chr3-5791565-1,chr3,5791465,5791665,0,NA
Merged-chr3-5796794-1,chr3,5796694,5796894,0,NA
Merged-chr3-5797135-1,chr3,5797035,5797235,0,NA
Merged-chr3-5807702-1,chr3,5807602,5807802,0,NA
Merged-chr3-5828221-1,chr3,5828121,5828321,0,NA
Merged-chr3-5837032-1,chr3,5836932,5837132,0,NA
Merged-chr3-5840508-1,chr3,5840408,5840608,0,NA
Merged-chr3-5851877-2,chr3,5851777,5851977,0,NA
Merged-chr3-5852109-1,chr3,5852009,5852209,0,NA
Merged-chr3-5866143-1,chr3,5866043,5866243,0,NA
Merged-chr3-5866706-1,chr3,5866606,5866806,0,NA
Merged-chr3-5874114-1,chr3,5874014,5874214,0,NA
Merged-chr3-5879197-1,chr3,5879097,5879297,0,NA
Merged-chr3-5907243-1,chr3,5907143,5907343,0,NA
Merged-chr3-5950437-15,chr3,5950309,5950552,0,NA
Merged-chr3-5964624-1,chr3,5964524,5964724,0,NA
Merged-chr3-5965133-1,chr3,5965033,5965233,0,NA
Merged-chr3-5982783-1,chr3,5982683,5982883,0,NA
Merged-chr3-5984819-1,chr3,5984719,5984919,0,NA
Merged-chr3-5994496-2,chr3,5994353,5994639,0,NA
Merged-chr3-5998836-1,chr3,5998736,5998936,0,NA
Merged-chr3-6004799-1,chr3,6004699,6004899,0,NA
Merged-chr3-6017759-1,chr3,6017659,6017859,0,NA
Merged-chr3-6022938-1,chr3,6022838,6023038,0,NA
Merged-chr3-6026282-1,chr3,6026182,6026382,0,NA
Merged-chr3-6031326-1,chr3,6031226,6031426,0,NA
Merged-chr3-6036307-1,chr3,6036207,6036407,0,NA
Merged-chr3-6037527-1,chr3,6037427,6037627,0,NA
Merged-chr3-6041312-1,chr3,6041212,6041412,0,NA
Merged-chr3-6048728-1,chr3,6048628,6048828,0,NA
Merged-chr3-6049822-10,chr3,6049644,6050061,0,NA
Merged-chr3-6052203-2,chr3,6052051,6052356,0,NA
Merged-chr3-6059615-1,chr3,6059515,6059715,0,NA
Merged-chr3-6060418-1,chr3,6060318,6060518,0,NA
Merged-chr3-6066874-1,chr3,6066774,6066974,0,NA
Merged-chr3-6070987-1,chr3,6070887,6071087,0,NA
Merged-chr3-6080251-1,chr3,6080151,6080351,0,NA
Merged-chr3-6084644-1,chr3,6084544,6084744,0,NA
Merged-chr3-6088532-1,chr3,6088432,6088632,0,NA
Merged-chr3-6091646-1,chr3,6091546,6091746,0,NA
Merged-chr3-6116126-3,chr3,6116024,6116230,0,NA
Merged-chr3-6128674-1,chr3,6128574,6128774,0,NA
Merged-chr3-6136104-1,chr3,6136004,6136204,0,NA
Merged-chr3-6167730-1,chr3,6167630,6167830,0,NA
Merged-chr3-6183353-1,chr3,6183253,6183453,0,NA
Merged-chr3-6205962-1,chr3,6205862,6206062,0,NA
Merged-chr3-6223317-1,chr3,6223217,6223417,0,NA
Merged-chr3-6227858-1,chr3,6227758,6227958,0,NA
Merged-chr3-6232430-1,chr3,6232330,6232530,0,NA
Merged-chr3-6243773-1,chr3,6243673,6243873,0,NA
Merged-chr3-6247187-1,chr3,6247087,6247287,0,NA
Merged-chr3-6263257-1,chr3,6263157,6263357,0,NA
Merged-chr3-6281523-1,chr3,6281423,6281623,0,NA
Merged-chr3-6285635-1,chr3,6285535,6285735,0,NA
Merged-chr3-6294223-3,chr3,6294067,6294356,0,NA
Merged-chr3-6318287-1,chr3,6318187,6318387,0,NA
Merged-chr3-6325751-1,chr3,6325651,6325851,0,NA
Merged-chr3-6333067-1,chr3,6332967,6333167,0,NA
Merged-chr3-6333553-1,chr3,6333453,6333653,0,NA
Merged-chr3-6393692-1,chr3,6393592,6393792,0,NA
Merged-chr3-6396423-1,chr3,6396323,6396523,0,NA
Merged-chr3-6400730-1,chr3,6400630,6400830,0,NA
Merged-chr3-6404804-1,chr3,6404704,6404904,0,NA
Merged-chr3-6408561-1,chr3,6408461,6408661,0,NA
Merged-chr3-6417864-1,chr3,6417764,6417964,0,NA
Merged-chr3-6431893-1,chr3,6431793,6431993,0,NA
Merged-chr3-6463238-1,chr3,6463138,6463338,0,NA
Merged-chr3-6498716-1,chr3,6498616,6498816,0,NA
Merged-chr3-6504163-1,chr3,6504063,6504263,0,NA
Merged-chr3-6515974-1,chr3,6515874,6516074,1,1700008P02Rik
Merged-chr3-6526300-1,chr3,6526200,6526400,1,1700008P02Rik
Merged-chr3-6528154-1,chr3,6528054,6528254,1,1700008P02Rik
Merged-chr3-6529732-1,chr3,6529632,6529832,1,1700008P02Rik
Merged-chr3-6543637-1,chr3,6543537,6543737,1,1700008P02Rik
Merged-chr3-6546940-1,chr3,6546840,6547040,1,1700008P02Rik
Merged-chr3-6553214-1,chr3,6553114,6553314,1,1700008P02Rik
Merged-chr3-6558937-1,chr3,6558837,6559037,1,1700008P02Rik
Merged-chr3-6580355-1,chr3,6580255,6580455,1,1700008P02Rik
Merged-chr3-6580803-1,chr3,6580703,6580903,1,1700008P02Rik
Merged-chr3-6611053-1,chr3,6610953,6611153,1,1700008P02Rik
Merged-chr3-6615807-1,chr3,6615707,6615907,1,1700008P02Rik
Merged-chr3-6617159-1,chr3,6617059,6617259,1,1700008P02Rik
Merged-chr3-6643357-1,chr3,6643257,6643457,1,1700008P02Rik
Merged-chr3-6650114-1,chr3,6650014,6650214,1,1700008P02Rik
Merged-chr3-6654300-1,chr3,6654200,6654400,1,1700008P02Rik
Merged-chr3-6669593-1,chr3,6669493,6669693,1,1700008P02Rik
Merged-chr3-6674552-1,chr3,6674452,6674652,1,1700008P02Rik
Merged-chr3-6676577-1,chr3,6676477,6676677,1,1700008P02Rik
Merged-chr3-6686055-1,chr3,6685955,6686155,1,1700008P02Rik
Merged-chr3-6689283-1,chr3,6689183,6689383,1,1700008P02Rik
Merged-chr3-6709610-1,chr3,6709510,6709710,1,1700008P02Rik
Merged-chr3-6716322-1,chr3,6716222,6716422,1,1700008P02Rik
Merged-chr3-6719182-1,chr3,6719082,6719282,1,1700008P02Rik
Merged-chr3-6721467-1,chr3,6721367,6721567,0,NA
Merged-chr3-6749941-1,chr3,6749841,6750041,0,NA
Merged-chr3-6752212-1,chr3,6752112,6752312,0,NA
Merged-chr3-6753011-1,chr3,6752911,6753111,0,NA
Merged-chr3-6760908-1,chr3,6760808,6761008,0,NA
Merged-chr3-6796966-1,chr3,6796866,6797066,0,NA
Merged-chr3-6804501-1,chr3,6804401,6804601,0,NA
Merged-chr3-6824171-1,chr3,6824071,6824271,0,NA
Merged-chr3-6838348-1,chr3,6838248,6838448,0,NA
