peak_name,chr,start,end,gene_number,gene_name
Merged-chr14-7275642-1,chr14,7275542,7275742,1,Gm5797
Merged-chr14-7279832-1,chr14,7279732,7279932,1,Gm5797
Merged-chr14-7307431-4,chr14,7307285,7307567,1,Gm5797
Merged-chr14-7314087-2,chr14,7313945,7314229,2,"Gm5797,4933406F09Rik"
Merged-chr14-7315307-13,chr14,7315101,7315475,2,"Gm5797,4933406F09Rik"
Merged-chr14-7357859-1,chr14,7357759,7357959,2,"Gm5797,4933406F09Rik"
Merged-chr14-7395415-1,chr14,7395315,7395515,2,"Gm5797,4933406F09Rik"
Merged-chr14-7426742-1,chr14,7426642,7426842,2,"Gm5797,4933406F09Rik"
Merged-chr14-7481064-3,chr14,7480928,7481189,2,"4933406F09Rik,Gm3558"
Merged-chr14-7481920-1,chr14,7481820,7482020,2,"4933406F09Rik,Gm3558"
Merged-chr14-7506153-1,chr14,7506053,7506253,2,"4933406F09Rik,Gm3558"
Merged-chr14-7559789-1,chr14,7559689,7559889,1,Gm3558
Merged-chr14-7594758-1,chr14,7594658,7594858,1,Gm3558
Merged-chr14-7637073-1,chr14,7636973,7637173,1,Gm3558
Merged-chr14-7651052-4,chr14,7650941,7651173,1,Gm3558
Merged-chr14-7658176-1,chr14,7658076,7658276,1,Gm3558
Merged-chr14-7658410-1,chr14,7658310,7658510,1,Gm3558
Merged-chr14-7658960-1,chr14,7658860,7659060,1,Gm3558
Merged-chr14-7719769-1,chr14,7719669,7719869,1,Flnb
Merged-chr14-7724693-1,chr14,7724593,7724793,1,Flnb
Merged-chr14-7740505-1,chr14,7740405,7740605,1,Flnb
Merged-chr14-7744547-1,chr14,7744447,7744647,1,Flnb
Merged-chr14-7748665-2,chr14,7748554,7748776,1,Flnb
Merged-chr14-7749636-18,chr14,7749464,7749950,1,Flnb
Merged-chr14-7757675-1,chr14,7757575,7757775,1,Flnb
Merged-chr14-7766073-61,chr14,7765940,7766222,1,Flnb
Merged-chr14-7770104-1,chr14,7770004,7770204,1,Flnb
Merged-chr14-7774084-60,chr14,7773904,7774246,1,Flnb
Merged-chr14-7775383-1,chr14,7775283,7775483,1,Flnb
Merged-chr14-7783120-1,chr14,7783020,7783220,1,Flnb
Merged-chr14-7789805-1,chr14,7789705,7789905,1,Flnb
Merged-chr14-7791162-1,chr14,7791062,7791262,1,Flnb
Merged-chr14-7791703-69,chr14,7791289,7792143,1,Flnb
Merged-chr14-7793814-1,chr14,7793714,7793914,1,Flnb
Merged-chr14-7802023-17,chr14,7801884,7802159,1,Flnb
Merged-chr14-7804399-9,chr14,7804218,7804536,1,Flnb
Merged-chr14-7808987-1,chr14,7808887,7809087,1,Flnb
Merged-chr14-7810648-1,chr14,7810548,7810748,1,Flnb
Merged-chr14-7812452-1,chr14,7812352,7812552,1,Flnb
Merged-chr14-7813669-1,chr14,7813569,7813769,1,Flnb
Merged-chr14-7818007-64,chr14,7817789,7818277,1,Flnb
Merged-chr14-7818402-2,chr14,7818302,7818502,1,Flnb
Merged-chr14-7818883-20,chr14,7818535,7819056,1,Flnb
Merged-chr14-7826483-4,chr14,7826342,7826614,1,Flnb
Merged-chr14-7826858-1,chr14,7826758,7826958,1,Flnb
Merged-chr14-7827713-1,chr14,7827613,7827813,1,Flnb
Merged-chr14-7831176-3,chr14,7831052,7831321,1,Flnb
Merged-chr14-7832078-25,chr14,7831741,7832390,1,Flnb
Merged-chr14-7833672-1,chr14,7833572,7833772,1,Flnb
Merged-chr14-7838117-1,chr14,7838017,7838217,1,Flnb
Merged-chr14-7842709-1,chr14,7842609,7842809,1,Flnb
Merged-chr14-7844464-2,chr14,7844283,7844645,1,Flnb
Merged-chr14-7844937-41,chr14,7844800,7845068,1,Flnb
Merged-chr14-7858019-8,chr14,7857869,7858163,1,Flnb
Merged-chr14-7858576-1,chr14,7858476,7858676,1,Flnb
Merged-chr14-7862497-3,chr14,7862388,7862606,1,Flnb
Merged-chr14-7864317-1,chr14,7864217,7864417,1,Flnb
Merged-chr14-7866846-1,chr14,7866746,7866946,2,"Flnb,Dnase1l3"
Merged-chr14-7867681-1,chr14,7867581,7867781,2,"Flnb,Dnase1l3"
Merged-chr14-7868828-1,chr14,7868728,7868928,2,"Flnb,Dnase1l3"
Merged-chr14-7870055-5,chr14,7869946,7870183,2,"Flnb,Dnase1l3"
Merged-chr14-7872403-1,chr14,7872303,7872503,2,"Flnb,Dnase1l3"
Merged-chr14-7873610-1,chr14,7873510,7873710,2,"Flnb,Dnase1l3"
Merged-chr14-7876393-1,chr14,7876293,7876493,2,"Flnb,Dnase1l3"
Merged-chr14-7877608-1,chr14,7877508,7877708,2,"Flnb,Dnase1l3"
Merged-chr14-7884392-1,chr14,7884292,7884492,2,"Flnb,Dnase1l3"
Merged-chr14-7887261-1,chr14,7887161,7887361,2,"Flnb,Dnase1l3"
Merged-chr14-7889477-29,chr14,7889298,7889637,2,"Flnb,Dnase1l3"
Merged-chr14-7890036-47,chr14,7889869,7890172,2,"Flnb,Dnase1l3"
Merged-chr14-7899748-1,chr14,7899648,7899848,2,"Flnb,Dnase1l3"
Merged-chr14-7905885-1,chr14,7905785,7905985,3,"Flnb,Dnase1l3,Abhd6"
Merged-chr14-7907003-1,chr14,7906903,7907103,3,"Flnb,Dnase1l3,Abhd6"
Merged-chr14-7909252-1,chr14,7909152,7909352,3,"Flnb,Dnase1l3,Abhd6"
Merged-chr14-7912995-2,chr14,7912873,7913117,3,"Flnb,Dnase1l3,Abhd6"
Merged-chr14-7914052-50,chr14,7913912,7914214,3,"Flnb,Dnase1l3,Abhd6"
Merged-chr14-7914465-1,chr14,7914365,7914565,3,"Flnb,Dnase1l3,Abhd6"
Merged-chr14-7915965-1,chr14,7915865,7916065,3,"Flnb,Dnase1l3,Abhd6"
Merged-chr14-7916982-1,chr14,7916882,7917082,3,"Flnb,Dnase1l3,Abhd6"
Merged-chr14-7921641-1,chr14,7921541,7921741,3,"Flnb,Dnase1l3,Abhd6"
Merged-chr14-7922989-2,chr14,7922846,7923133,3,"Flnb,Dnase1l3,Abhd6"
Merged-chr14-7923789-1,chr14,7923689,7923889,3,"Flnb,Dnase1l3,Abhd6"
Merged-chr14-7924211-1,chr14,7924111,7924311,3,"Flnb,Dnase1l3,Abhd6"
Merged-chr14-7929402-4,chr14,7929236,7929596,3,"Flnb,Dnase1l3,Abhd6"
Merged-chr14-7931848-1,chr14,7931748,7931948,3,"Flnb,Dnase1l3,Abhd6"
Merged-chr14-7933557-2,chr14,7933402,7933712,3,"Flnb,Dnase1l3,Abhd6"
Merged-chr14-7933878-5,chr14,7933761,7933996,3,"Flnb,Dnase1l3,Abhd6"
Merged-chr14-7934367-2,chr14,7934251,7934484,3,"Flnb,Dnase1l3,Abhd6"
Merged-chr14-7936180-1,chr14,7936080,7936280,3,"Flnb,Dnase1l3,Abhd6"
Merged-chr14-7937239-17,chr14,7937099,7937381,3,"Flnb,Dnase1l3,Abhd6"
Merged-chr14-7944826-22,chr14,7944592,7945120,3,"Flnb,Dnase1l3,Abhd6"
Merged-chr14-7953099-3,chr14,7952930,7953329,3,"Flnb,Dnase1l3,Abhd6"
Merged-chr14-7955461-1,chr14,7955361,7955561,3,"Flnb,Dnase1l3,Abhd6"
Merged-chr14-7959163-1,chr14,7959063,7959263,3,"Flnb,Dnase1l3,Abhd6"
Merged-chr14-7960937-2,chr14,7960837,7961038,3,"Flnb,Dnase1l3,Abhd6"
Merged-chr14-7964678-34,chr14,7964517,7964839,3,"Flnb,Dnase1l3,Abhd6"
Merged-chr14-7965835-2,chr14,7965662,7966008,3,"Flnb,Dnase1l3,Abhd6"
Merged-chr14-7970194-2,chr14,7970020,7970368,3,"Flnb,Dnase1l3,Abhd6"
Merged-chr14-7972368-1,chr14,7972268,7972468,3,"Flnb,Dnase1l3,Abhd6"
Merged-chr14-7973521-1,chr14,7973421,7973621,3,"Flnb,Dnase1l3,Abhd6"
Merged-chr14-7974301-1,chr14,7974201,7974401,3,"Flnb,Dnase1l3,Abhd6"
Merged-chr14-7975977-1,chr14,7975877,7976077,3,"Flnb,Dnase1l3,Abhd6"
Merged-chr14-7977626-23,chr14,7977230,7977885,3,"Flnb,Dnase1l3,Abhd6"
Merged-chr14-7978421-3,chr14,7978314,7978527,3,"Flnb,Dnase1l3,Abhd6"
Merged-chr14-7978784-1,chr14,7978684,7978884,3,"Flnb,Dnase1l3,Abhd6"
Merged-chr14-7987089-7,chr14,7986925,7987284,5,"Flnb,Dnase1l3,Abhd6,LOC109729085,Rpp14"
Merged-chr14-7987766-1,chr14,7987666,7987866,5,"Flnb,Dnase1l3,Abhd6,LOC109729085,Rpp14"
Merged-chr14-7989568-16,chr14,7989392,7989751,5,"Flnb,Dnase1l3,Abhd6,LOC109729085,Rpp14"
Merged-chr14-7990274-1,chr14,7990174,7990374,5,"Flnb,Dnase1l3,Abhd6,LOC109729085,Rpp14"
Merged-chr14-7994419-8,chr14,7994231,7994617,5,"Flnb,Dnase1l3,Abhd6,LOC109729085,Rpp14"
Merged-chr14-7994761-2,chr14,7994631,7994892,5,"Flnb,Dnase1l3,Abhd6,LOC109729085,Rpp14"
Merged-chr14-7995283-1,chr14,7995183,7995383,5,"Flnb,Dnase1l3,Abhd6,LOC109729085,Rpp14"
Merged-chr14-7997428-58,chr14,7997233,7997673,5,"Flnb,Dnase1l3,Abhd6,LOC109729085,Rpp14"
Merged-chr14-8001571-2,chr14,8001436,8001707,6,"Flnb,Dnase1l3,Abhd6,LOC109729085,Rpp14,Pxk"
Merged-chr14-8002881-54,chr14,8002666,8003154,6,"Flnb,Dnase1l3,Abhd6,LOC109729085,Rpp14,Pxk"
Merged-chr14-8003306-2,chr14,8003176,8003436,6,"Flnb,Dnase1l3,Abhd6,LOC109729085,Rpp14,Pxk"
Merged-chr14-8004100-2,chr14,8003976,8004225,6,"Flnb,Dnase1l3,Abhd6,LOC109729085,Rpp14,Pxk"
Merged-chr14-8004564-1,chr14,8004464,8004664,6,"Flnb,Dnase1l3,Abhd6,LOC109729085,Rpp14,Pxk"
Merged-chr14-8006166-9,chr14,8006063,8006271,6,"Flnb,Dnase1l3,Abhd6,LOC109729085,Rpp14,Pxk"
Merged-chr14-8007718-1,chr14,8007618,8007818,6,"Flnb,Dnase1l3,Abhd6,LOC109729085,Rpp14,Pxk"
Merged-chr14-8008707-1,chr14,8008607,8008807,6,"Flnb,Dnase1l3,Abhd6,LOC109729085,Rpp14,Pxk"
Merged-chr14-8012805-13,chr14,8012454,8013236,6,"Flnb,Dnase1l3,Abhd6,LOC109729085,Rpp14,Pxk"
Merged-chr14-8013439-1,chr14,8013339,8013539,6,"Flnb,Dnase1l3,Abhd6,LOC109729085,Rpp14,Pxk"
Merged-chr14-8014928-1,chr14,8014828,8015028,6,"Flnb,Dnase1l3,Abhd6,LOC109729085,Rpp14,Pxk"
Merged-chr14-8015692-1,chr14,8015592,8015792,6,"Flnb,Dnase1l3,Abhd6,LOC109729085,Rpp14,Pxk"
Merged-chr14-8017128-1,chr14,8017028,8017228,6,"Flnb,Dnase1l3,Abhd6,LOC109729085,Rpp14,Pxk"
Merged-chr14-8027699-1,chr14,8027599,8027799,6,"Flnb,Dnase1l3,Abhd6,LOC109729085,Rpp14,Pxk"
Merged-chr14-8030357-3,chr14,8030159,8030576,6,"Flnb,Dnase1l3,Abhd6,LOC109729085,Rpp14,Pxk"
Merged-chr14-8030777-2,chr14,8030613,8030942,6,"Flnb,Dnase1l3,Abhd6,LOC109729085,Rpp14,Pxk"
Merged-chr14-8032353-1,chr14,8032253,8032453,6,"Flnb,Dnase1l3,Abhd6,LOC109729085,Rpp14,Pxk"
Merged-chr14-8034026-1,chr14,8033926,8034126,6,"Flnb,Dnase1l3,Abhd6,LOC109729085,Rpp14,Pxk"
Merged-chr14-8036006-1,chr14,8035906,8036106,6,"Flnb,Dnase1l3,Abhd6,LOC109729085,Rpp14,Pxk"
Merged-chr14-8038295-1,chr14,8038195,8038395,6,"Flnb,Dnase1l3,Abhd6,LOC109729085,Rpp14,Pxk"
Merged-chr14-8044537-5,chr14,8044432,8044644,6,"Flnb,Dnase1l3,Abhd6,LOC109729085,Rpp14,Pxk"
Merged-chr14-8044942-1,chr14,8044842,8045042,6,"Flnb,Dnase1l3,Abhd6,LOC109729085,Rpp14,Pxk"
Merged-chr14-8046770-1,chr14,8046670,8046870,6,"Flnb,Dnase1l3,Abhd6,LOC109729085,Rpp14,Pxk"
Merged-chr14-8048000-1,chr14,8047900,8048100,6,"Flnb,Dnase1l3,Abhd6,LOC109729085,Rpp14,Pxk"
Merged-chr14-8052810-1,chr14,8052710,8052910,5,"Dnase1l3,Abhd6,LOC109729085,Rpp14,Pxk"
Merged-chr14-8054832-3,chr14,8054675,8054966,5,"Dnase1l3,Abhd6,LOC109729085,Rpp14,Pxk"
Merged-chr14-8057742-1,chr14,8057642,8057842,5,"Dnase1l3,Abhd6,LOC109729085,Rpp14,Pxk"
Merged-chr14-8060792-1,chr14,8060692,8060892,5,"Dnase1l3,Abhd6,LOC109729085,Rpp14,Pxk"
Merged-chr14-8062287-1,chr14,8062187,8062387,5,"Dnase1l3,Abhd6,LOC109729085,Rpp14,Pxk"
Merged-chr14-8065849-2,chr14,8065717,8065981,5,"Dnase1l3,Abhd6,LOC109729085,Rpp14,Pxk"
Merged-chr14-8067121-1,chr14,8067021,8067221,6,"Dnase1l3,Abhd6,LOC109729085,Rpp14,Pxk,Pdhb"
Merged-chr14-8074872-1,chr14,8074772,8074972,6,"Dnase1l3,Abhd6,LOC109729085,Rpp14,Pxk,Pdhb"
Merged-chr14-8080410-73,chr14,8080096,8080703,6,"Dnase1l3,Abhd6,LOC109729085,Rpp14,Pxk,Pdhb"
Merged-chr14-8080969-3,chr14,8080852,8081085,6,"Dnase1l3,Abhd6,LOC109729085,Rpp14,Pxk,Pdhb"
Merged-chr14-8081445-1,chr14,8081345,8081545,6,"Dnase1l3,Abhd6,LOC109729085,Rpp14,Pxk,Pdhb"
Merged-chr14-8087245-1,chr14,8087145,8087345,6,"Dnase1l3,Abhd6,LOC109729085,Rpp14,Pxk,Pdhb"
Merged-chr14-8091860-2,chr14,8091700,8092021,6,"Dnase1l3,Abhd6,LOC109729085,Rpp14,Pxk,Pdhb"
Merged-chr14-8092714-24,chr14,8092541,8092909,6,"Dnase1l3,Abhd6,LOC109729085,Rpp14,Pxk,Pdhb"
Merged-chr14-8096267-1,chr14,8096167,8096367,5,"Abhd6,LOC109729085,Rpp14,Pxk,Pdhb"
Merged-chr14-8098189-65,chr14,8097957,8098422,5,"Abhd6,LOC109729085,Rpp14,Pxk,Pdhb"
Merged-chr14-8099715-30,chr14,8099456,8100031,5,"Abhd6,LOC109729085,Rpp14,Pxk,Pdhb"
Merged-chr14-8100676-1,chr14,8100576,8100776,5,"Abhd6,LOC109729085,Rpp14,Pxk,Pdhb"
Merged-chr14-8108243-1,chr14,8108143,8108343,5,"Abhd6,LOC109729085,Rpp14,Pxk,Pdhb"
Merged-chr14-8109161-1,chr14,8109061,8109261,5,"Abhd6,LOC109729085,Rpp14,Pxk,Pdhb"
Merged-chr14-8109534-2,chr14,8109375,8109693,5,"Abhd6,LOC109729085,Rpp14,Pxk,Pdhb"
Merged-chr14-8110866-1,chr14,8110766,8110966,5,"Abhd6,LOC109729085,Rpp14,Pxk,Pdhb"
Merged-chr14-8113601-1,chr14,8113501,8113701,5,"Abhd6,LOC109729085,Rpp14,Pxk,Pdhb"
Merged-chr14-8114518-9,chr14,8114360,8114745,6,"Abhd6,LOC109729085,Rpp14,Pxk,Pdhb,Kctd6"
Merged-chr14-8114926-1,chr14,8114826,8115026,6,"Abhd6,LOC109729085,Rpp14,Pxk,Pdhb,Kctd6"
Merged-chr14-8115454-1,chr14,8115354,8115554,6,"Abhd6,LOC109729085,Rpp14,Pxk,Pdhb,Kctd6"
Merged-chr14-8115977-4,chr14,8115872,8116082,6,"Abhd6,LOC109729085,Rpp14,Pxk,Pdhb,Kctd6"
Merged-chr14-8116289-1,chr14,8116189,8116389,6,"Abhd6,LOC109729085,Rpp14,Pxk,Pdhb,Kctd6"
Merged-chr14-8119546-1,chr14,8119446,8119646,6,"Abhd6,LOC109729085,Rpp14,Pxk,Pdhb,Kctd6"
Merged-chr14-8120919-1,chr14,8120819,8121019,6,"Abhd6,LOC109729085,Rpp14,Pxk,Pdhb,Kctd6"
Merged-chr14-8124149-1,chr14,8124049,8124249,6,"Abhd6,LOC109729085,Rpp14,Pxk,Pdhb,Kctd6"
Merged-chr14-8128141-1,chr14,8128041,8128241,7,"Abhd6,LOC109729085,Rpp14,Pxk,Pdhb,Kctd6,Acox2"
Merged-chr14-8132974-3,chr14,8132826,8133111,7,"Abhd6,LOC109729085,Rpp14,Pxk,Pdhb,Kctd6,Acox2"
Merged-chr14-8136333-1,chr14,8136233,8136433,7,"Abhd6,LOC109729085,Rpp14,Pxk,Pdhb,Kctd6,Acox2"
Merged-chr14-8139798-1,chr14,8139698,8139898,7,"Abhd6,LOC109729085,Rpp14,Pxk,Pdhb,Kctd6,Acox2"
Merged-chr14-8140515-2,chr14,8140412,8140619,7,"Abhd6,LOC109729085,Rpp14,Pxk,Pdhb,Kctd6,Acox2"
Merged-chr14-8141328-1,chr14,8141228,8141428,7,"Abhd6,LOC109729085,Rpp14,Pxk,Pdhb,Kctd6,Acox2"
Merged-chr14-8146159-1,chr14,8146059,8146259,7,"Abhd6,LOC109729085,Rpp14,Pxk,Pdhb,Kctd6,Acox2"
Merged-chr14-8151417-1,chr14,8151317,8151517,7,"Abhd6,LOC109729085,Rpp14,Pxk,Pdhb,Kctd6,Acox2"
Merged-chr14-8157118-9,chr14,8156935,8157311,6,"LOC109729085,Rpp14,Pxk,Pdhb,Kctd6,Acox2"
Merged-chr14-8161972-9,chr14,8161842,8162160,6,"LOC109729085,Rpp14,Pxk,Pdhb,Kctd6,Acox2"
Merged-chr14-8163113-1,chr14,8163013,8163213,6,"LOC109729085,Rpp14,Pxk,Pdhb,Kctd6,Acox2"
Merged-chr14-8173106-61,chr14,8172868,8173329,6,"LOC109729085,Rpp14,Pxk,Pdhb,Kctd6,Acox2"
Merged-chr14-8178271-1,chr14,8178171,8178371,6,"LOC109729085,Rpp14,Pxk,Pdhb,Kctd6,Acox2"
Merged-chr14-8182837-1,chr14,8182737,8182937,6,"LOC109729085,Rpp14,Pxk,Pdhb,Kctd6,Acox2"
Merged-chr14-8192516-1,chr14,8192416,8192616,4,"Pxk,Pdhb,Kctd6,Acox2"
Merged-chr14-8195321-2,chr14,8195142,8195501,4,"Pxk,Pdhb,Kctd6,Acox2"
Merged-chr14-8201328-1,chr14,8201228,8201428,5,"Pxk,Pdhb,Kctd6,Acox2,Fam107a"
Merged-chr14-8208842-1,chr14,8208742,8208942,5,"Pxk,Pdhb,Kctd6,Acox2,Fam107a"
Merged-chr14-8214083-63,chr14,8213896,8214620,5,"Pxk,Pdhb,Kctd6,Acox2,Fam107a"
Merged-chr14-8214811-3,chr14,8214695,8214936,5,"Pxk,Pdhb,Kctd6,Acox2,Fam107a"
