peak_name,chr,start,end
Merged-chr17-3149067-1,chr17,3148967,3149167
Merged-chr17-3151425-1,chr17,3151325,3151525
Merged-chr17-3153266-1,chr17,3153166,3153366
Merged-chr17-3156368-47,chr17,3156214,3156548
Merged-chr17-3163521-1,chr17,3163421,3163621
Merged-chr17-3167506-1,chr17,3167406,3167606
Merged-chr17-3181490-1,chr17,3181390,3181590
Merged-chr17-3182752-2,chr17,3182635,3182869
Merged-chr17-3191732-1,chr17,3191632,3191832
Merged-chr17-3195179-1,chr17,3195079,3195279
Merged-chr17-3200770-1,chr17,3200670,3200870
Merged-chr17-3203631-2,chr17,3203520,3203742
Merged-chr17-3204153-3,chr17,3204001,3204299
Merged-chr17-3206403-1,chr17,3206303,3206503
Merged-chr17-3209532-1,chr17,3209432,3209632
Merged-chr17-3209861-1,chr17,3209761,3209961
Merged-chr17-3210274-1,chr17,3210174,3210374
Merged-chr17-3212641-1,chr17,3212541,3212741
Merged-chr17-3213400-1,chr17,3213300,3213500
Merged-chr17-3214608-1,chr17,3214508,3214708
Merged-chr17-3215327-6,chr17,3215175,3215446
Merged-chr17-3220477-2,chr17,3220367,3220588
Merged-chr17-3221838-1,chr17,3221738,3221938
Merged-chr17-3224614-41,chr17,3224450,3224778
Merged-chr17-3225060-1,chr17,3224960,3225160
Merged-chr17-3229015-1,chr17,3228915,3229115
Merged-chr17-3230371-31,chr17,3230225,3230608
Merged-chr17-3230809-1,chr17,3230709,3230909
Merged-chr17-3235175-1,chr17,3235075,3235275
Merged-chr17-3236470-1,chr17,3236370,3236570
Merged-chr17-3237564-1,chr17,3237464,3237664
Merged-chr17-3239400-1,chr17,3239300,3239500
Merged-chr17-3241937-1,chr17,3241837,3242037
Merged-chr17-3245360-1,chr17,3245260,3245460
Merged-chr17-3247442-1,chr17,3247342,3247542
Merged-chr17-3252900-1,chr17,3252800,3253000
Merged-chr17-3253705-18,chr17,3253582,3253854
Merged-chr17-3261019-40,chr17,3260820,3261333
Merged-chr17-3273443-1,chr17,3273343,3273543
Merged-chr17-3273940-28,chr17,3273750,3274101
Merged-chr17-3274399-2,chr17,3274287,3274511
Merged-chr17-3283120-3,chr17,3282943,3283259
Merged-chr17-3288547-31,chr17,3288383,3288718
Merged-chr17-3289712-1,chr17,3289612,3289812
Merged-chr17-3290489-2,chr17,3290307,3290672
Merged-chr17-3294423-2,chr17,3294268,3294578
Merged-chr17-3297909-1,chr17,3297809,3298009
Merged-chr17-3299841-1,chr17,3299741,3299941
Merged-chr17-3306027-1,chr17,3305927,3306127
Merged-chr17-3306338-1,chr17,3306238,3306438
Merged-chr17-3310011-1,chr17,3309911,3310111
Merged-chr17-3314341-59,chr17,3314133,3314497
Merged-chr17-3326570-27,chr17,3326167,3327104
Merged-chr17-3327384-2,chr17,3327230,3327538
Merged-chr17-3337949-1,chr17,3337849,3338049
Merged-chr17-3339166-1,chr17,3339066,3339266
Merged-chr17-3341134-1,chr17,3341034,3341234
Merged-chr17-3357325-1,chr17,3357225,3357425
Merged-chr17-3362936-1,chr17,3362836,3363036
Merged-chr17-3371402-1,chr17,3371302,3371502
Merged-chr17-3371745-1,chr17,3371645,3371845
Merged-chr17-3375504-1,chr17,3375404,3375604
Merged-chr17-3378615-1,chr17,3378515,3378715
Merged-chr17-3386666-3,chr17,3386483,3386818
Merged-chr17-3393323-1,chr17,3393223,3393423
Merged-chr17-3405055-1,chr17,3404955,3405155
Merged-chr17-3405569-1,chr17,3405469,3405669
Merged-chr17-3414411-1,chr17,3414311,3414511
Merged-chr17-3421260-1,chr17,3421160,3421360
Merged-chr17-3421843-1,chr17,3421743,3421943
Merged-chr17-3423453-1,chr17,3423353,3423553
Merged-chr17-3424999-1,chr17,3424899,3425099
Merged-chr17-3429321-2,chr17,3429179,3429464
Merged-chr17-3433177-1,chr17,3433077,3433277
Merged-chr17-3434354-1,chr17,3434254,3434454
Merged-chr17-3436233-1,chr17,3436133,3436333
Merged-chr17-3438442-1,chr17,3438342,3438542
Merged-chr17-3440733-1,chr17,3440633,3440833
Merged-chr17-3446445-18,chr17,3446300,3446644
Merged-chr17-3447186-1,chr17,3447086,3447286
Merged-chr17-3448109-1,chr17,3448009,3448209
Merged-chr17-3448944-18,chr17,3448809,3449080
Merged-chr17-3450520-1,chr17,3450420,3450620
Merged-chr17-3451235-37,chr17,3451027,3451425
Merged-chr17-3456694-1,chr17,3456594,3456794
Merged-chr17-3469417-1,chr17,3469317,3469517
Merged-chr17-3470644-1,chr17,3470544,3470744
Merged-chr17-3471558-1,chr17,3471458,3471658
Merged-chr17-3477914-1,chr17,3477814,3478014
Merged-chr17-3482352-1,chr17,3482252,3482452
Merged-chr17-3485347-1,chr17,3485247,3485447
Merged-chr17-3491211-3,chr17,3491054,3491357
Merged-chr17-3494021-1,chr17,3493921,3494121
Merged-chr17-3495714-1,chr17,3495614,3495814
Merged-chr17-3498325-9,chr17,3498195,3498459
Merged-chr17-3502786-1,chr17,3502686,3502886
Merged-chr17-3505447-10,chr17,3505298,3505568
Merged-chr17-3506707-6,chr17,3506583,3506843
Merged-chr17-3510043-43,chr17,3509894,3510201
Merged-chr17-3516577-1,chr17,3516477,3516677
Merged-chr17-3520993-1,chr17,3520893,3521093
Merged-chr17-3521574-44,chr17,3521356,3521809
Merged-chr17-3522287-1,chr17,3522187,3522387
Merged-chr17-3523185-1,chr17,3523085,3523285
Merged-chr17-3526292-1,chr17,3526192,3526392
Merged-chr17-3529820-1,chr17,3529720,3529920
Merged-chr17-3532895-1,chr17,3532795,3532995
Merged-chr17-3533122-1,chr17,3533022,3533222
Merged-chr17-3533625-16,chr17,3533497,3533787
Merged-chr17-3549227-1,chr17,3549127,3549327
Merged-chr17-3557711-111,chr17,3557566,3557967
Merged-chr17-3563098-1,chr17,3562998,3563198
Merged-chr17-3564777-2,chr17,3564675,3564879
Merged-chr17-3568268-1,chr17,3568168,3568368
Merged-chr17-3571078-8,chr17,3570958,3571199
Merged-chr17-3574222-1,chr17,3574122,3574322
Merged-chr17-3577216-1,chr17,3577116,3577316
Merged-chr17-3578135-1,chr17,3578035,3578235
Merged-chr17-3581266-1,chr17,3581166,3581366
Merged-chr17-3583253-1,chr17,3583153,3583353
Merged-chr17-3591075-2,chr17,3590924,3591227
Merged-chr17-3591598-1,chr17,3591498,3591698
Merged-chr17-3592753-1,chr17,3592653,3592853
Merged-chr17-3612026-1,chr17,3611926,3612126
Merged-chr17-3643809-1,chr17,3643709,3643909
Merged-chr17-3655171-1,chr17,3655071,3655271
Merged-chr17-3662694-1,chr17,3662594,3662794
Merged-chr17-3664222-1,chr17,3664122,3664322
Merged-chr17-3665742-1,chr17,3665642,3665842
Merged-chr17-3690980-1,chr17,3690880,3691080
Merged-chr17-3692994-1,chr17,3692894,3693094
Merged-chr17-3695486-1,chr17,3695386,3695586
Merged-chr17-3705437-1,chr17,3705337,3705537
Merged-chr17-3708323-1,chr17,3708223,3708423
Merged-chr17-3709360-1,chr17,3709260,3709460
Merged-chr17-3711248-1,chr17,3711148,3711348
Merged-chr17-3747296-1,chr17,3747196,3747396
Merged-chr17-3753075-1,chr17,3752975,3753175
Merged-chr17-3767400-1,chr17,3767300,3767500
Merged-chr17-3778965-1,chr17,3778865,3779065
Merged-chr17-3781263-1,chr17,3781163,3781363
Merged-chr17-3791591-1,chr17,3791491,3791691
Merged-chr17-3792805-1,chr17,3792705,3792905
Merged-chr17-3805310-1,chr17,3805210,3805410
Merged-chr17-3808408-1,chr17,3808308,3808508
Merged-chr17-3811867-1,chr17,3811767,3811967
Merged-chr17-3813074-1,chr17,3812974,3813174
Merged-chr17-3816306-1,chr17,3816206,3816406
Merged-chr17-3822372-1,chr17,3822272,3822472
Merged-chr17-3832630-1,chr17,3832530,3832730
Merged-chr17-3867214-1,chr17,3867114,3867314
Merged-chr17-3873293-1,chr17,3873193,3873393
Merged-chr17-3874364-1,chr17,3874264,3874464
Merged-chr17-3884172-1,chr17,3884072,3884272
Merged-chr17-3907530-1,chr17,3907430,3907630
Merged-chr17-3916331-1,chr17,3916231,3916431
Merged-chr17-3920465-2,chr17,3920286,3920644
Merged-chr17-3925423-1,chr17,3925323,3925523
Merged-chr17-3932105-1,chr17,3932005,3932205
Merged-chr17-3937888-1,chr17,3937788,3937988
Merged-chr17-3982524-1,chr17,3982424,3982624
Merged-chr17-4053005-1,chr17,4052905,4053105
Merged-chr17-4069893-1,chr17,4069793,4069993
Merged-chr17-4070404-1,chr17,4070304,4070504
Merged-chr17-4071707-1,chr17,4071607,4071807
Merged-chr17-4073317-1,chr17,4073217,4073417
Merged-chr17-4099715-1,chr17,4099615,4099815
Merged-chr17-4101415-1,chr17,4101315,4101515
Merged-chr17-4102365-1,chr17,4102265,4102465
Merged-chr17-4110260-1,chr17,4110160,4110360
Merged-chr17-4119936-1,chr17,4119836,4120036
Merged-chr17-4138121-1,chr17,4138021,4138221
Merged-chr17-4138381-1,chr17,4138281,4138481
Merged-chr17-4157569-1,chr17,4157469,4157669
Merged-chr17-4162338-1,chr17,4162238,4162438
Merged-chr17-4165988-1,chr17,4165888,4166088
Merged-chr17-4171911-1,chr17,4171811,4172011
Merged-chr17-4186962-1,chr17,4186862,4187062
Merged-chr17-4189950-1,chr17,4189850,4190050
Merged-chr17-4191553-1,chr17,4191453,4191653
Merged-chr17-4195181-1,chr17,4195081,4195281
Merged-chr17-4196951-1,chr17,4196851,4197051
Merged-chr17-4198433-1,chr17,4198333,4198533
Merged-chr17-4199738-1,chr17,4199638,4199838
Merged-chr17-4200807-1,chr17,4200707,4200907
Merged-chr17-4207467-1,chr17,4207367,4207567
Merged-chr17-4227565-1,chr17,4227465,4227665
Merged-chr17-4237630-1,chr17,4237530,4237730
Merged-chr17-4238777-1,chr17,4238677,4238877
Merged-chr17-4248874-1,chr17,4248774,4248974
Merged-chr17-4251423-1,chr17,4251323,4251523
Merged-chr17-4254223-1,chr17,4254123,4254323
Merged-chr17-4260134-1,chr17,4260034,4260234
Merged-chr17-4276879-1,chr17,4276779,4276979
Merged-chr17-4290722-1,chr17,4290622,4290822
Merged-chr17-4294155-1,chr17,4294055,4294255
Merged-chr17-4296266-1,chr17,4296166,4296366
Merged-chr17-4307810-1,chr17,4307710,4307910
Merged-chr17-4320858-1,chr17,4320758,4320958
Merged-chr17-4321668-1,chr17,4321568,4321768
Merged-chr17-4324846-1,chr17,4324746,4324946
Merged-chr17-4326005-1,chr17,4325905,4326105
Merged-chr17-4326859-1,chr17,4326759,4326959
Merged-chr17-4331863-1,chr17,4331763,4331963
Merged-chr17-4332374-1,chr17,4332274,4332474
Merged-chr17-4338267-1,chr17,4338167,4338367
Merged-chr17-4358066-1,chr17,4357966,4358166
Merged-chr17-4358956-1,chr17,4358856,4359056
Merged-chr17-4367461-1,chr17,4367361,4367561
Merged-chr17-4376668-1,chr17,4376568,4376768
Merged-chr17-4380606-1,chr17,4380506,4380706
Merged-chr17-4384838-1,chr17,4384738,4384938
Merged-chr17-4392190-1,chr17,4392090,4392290
Merged-chr17-4404038-1,chr17,4403938,4404138
Merged-chr17-4433104-1,chr17,4433004,4433204
Merged-chr17-4434454-1,chr17,4434354,4434554
Merged-chr17-4438254-1,chr17,4438154,4438354
Merged-chr17-4439308-1,chr17,4439208,4439408
Merged-chr17-4448261-1,chr17,4448161,4448361
Merged-chr17-4456515-1,chr17,4456415,4456615
Merged-chr17-4468349-2,chr17,4468164,4468535
Merged-chr17-4468861-1,chr17,4468761,4468961
Merged-chr17-4470539-1,chr17,4470439,4470639
Merged-chr17-4470781-1,chr17,4470681,4470881
Merged-chr17-4474674-1,chr17,4474574,4474774
Merged-chr17-4483309-1,chr17,4483209,4483409
Merged-chr17-4484038-1,chr17,4483938,4484138
Merged-chr17-4500378-1,chr17,4500278,4500478
Merged-chr17-4506399-1,chr17,4506299,4506499
Merged-chr17-4508962-1,chr17,4508862,4509062
Merged-chr17-4525340-1,chr17,4525240,4525440
Merged-chr17-4534573-1,chr17,4534473,4534673
Merged-chr17-4538109-1,chr17,4538009,4538209
Merged-chr17-4549207-1,chr17,4549107,4549307
Merged-chr17-4562689-1,chr17,4562589,4562789
Merged-chr17-4571270-1,chr17,4571170,4571370
Merged-chr17-4590353-1,chr17,4590253,4590453
Merged-chr17-4596048-1,chr17,4595948,4596148
Merged-chr17-4596429-1,chr17,4596329,4596529
Merged-chr17-4596693-1,chr17,4596593,4596793
Merged-chr17-4601697-1,chr17,4601597,4601797
Merged-chr17-4606680-1,chr17,4606580,4606780
Merged-chr17-4609207-1,chr17,4609107,4609307
Merged-chr17-4622192-1,chr17,4622092,4622292
Merged-chr17-4632959-1,chr17,4632859,4633059
Merged-chr17-4642894-1,chr17,4642794,4642994
Merged-chr17-4645112-1,chr17,4645012,4645212
Merged-chr17-4647823-1,chr17,4647723,4647923
Merged-chr17-4648099-1,chr17,4647999,4648199
Merged-chr17-4667430-1,chr17,4667330,4667530
Merged-chr17-4675604-1,chr17,4675504,4675704
Merged-chr17-4692456-1,chr17,4692356,4692556
Merged-chr17-4693389-1,chr17,4693289,4693489
Merged-chr17-4702632-1,chr17,4702532,4702732
Merged-chr17-4717098-1,chr17,4716998,4717198
Merged-chr17-4720522-1,chr17,4720422,4720622
Merged-chr17-4722180-1,chr17,4722080,4722280
Merged-chr17-4733503-1,chr17,4733403,4733603
Merged-chr17-4735514-1,chr17,4735414,4735614
Merged-chr17-4738770-1,chr17,4738670,4738870
Merged-chr17-4742475-2,chr17,4742347,4742603
Merged-chr17-4743998-1,chr17,4743898,4744098
Merged-chr17-4751680-1,chr17,4751580,4751780
Merged-chr17-4758076-1,chr17,4757976,4758176
Merged-chr17-4760289-1,chr17,4760189,4760389
Merged-chr17-4767917-1,chr17,4767817,4768017
Merged-chr17-4768170-4,chr17,4768046,4768304
Merged-chr17-4776580-1,chr17,4776480,4776680
Merged-chr17-4777092-1,chr17,4776992,4777192
Merged-chr17-4778367-27,chr17,4778195,4778514
Merged-chr17-4780390-1,chr17,4780290,4780490
Merged-chr17-4781764-1,chr17,4781664,4781864
Merged-chr17-4783767-1,chr17,4783667,4783867
Merged-chr17-4793625-1,chr17,4793525,4793725
Merged-chr17-4809303-1,chr17,4809203,4809403
Merged-chr17-4816714-1,chr17,4816614,4816814
Merged-chr17-4827716-1,chr17,4827616,4827816
Merged-chr17-4833750-1,chr17,4833650,4833850
Merged-chr17-4834351-1,chr17,4834251,4834451
Merged-chr17-4850632-1,chr17,4850532,4850732
Merged-chr17-4861681-1,chr17,4861581,4861781
Merged-chr17-4862405-1,chr17,4862305,4862505
Merged-chr17-4871256-1,chr17,4871156,4871356
Merged-chr17-4874810-1,chr17,4874710,4874910
Merged-chr17-4875078-1,chr17,4874978,4875178
Merged-chr17-4875608-1,chr17,4875508,4875708
Merged-chr17-4886900-1,chr17,4886800,4887000
Merged-chr17-4890996-1,chr17,4890896,4891096
Merged-chr17-4893888-1,chr17,4893788,4893988
Merged-chr17-4904355-1,chr17,4904255,4904455
Merged-chr17-4906873-7,chr17,4906670,4907033
Merged-chr17-4908281-68,chr17,4907833,4908537
Merged-chr17-4917687-1,chr17,4917587,4917787
Merged-chr17-4922373-1,chr17,4922273,4922473
Merged-chr17-4923028-1,chr17,4922928,4923128
Merged-chr17-4926796-2,chr17,4926638,4926954
Merged-chr17-4934921-1,chr17,4934821,4935021
Merged-chr17-4937313-1,chr17,4937213,4937413
Merged-chr17-4946206-7,chr17,4946004,4946349
Merged-chr17-4957529-1,chr17,4957429,4957629
Merged-chr17-4964669-1,chr17,4964569,4964769
Merged-chr17-4969010-4,chr17,4968890,4969148
Merged-chr17-4980370-40,chr17,4980173,4980542
Merged-chr17-4983135-2,chr17,4983003,4983267
Merged-chr17-4985478-1,chr17,4985378,4985578
Merged-chr17-4992023-3,chr17,4991911,4992135
Merged-chr17-4993622-1,chr17,4993522,4993722
Merged-chr17-4994366-49,chr17,4993997,4994735
Merged-chr17-4994981-24,chr17,4994785,4995271
Merged-chr17-4995924-48,chr17,4995359,4996659
Merged-chr17-4997450-5,chr17,4997333,4997576
Merged-chr17-5007298-50,chr17,5007114,5007464
Merged-chr17-5009538-1,chr17,5009438,5009638
Merged-chr17-5010044-38,chr17,5009894,5010176
Merged-chr17-5014934-1,chr17,5014834,5015034
Merged-chr17-5017451-46,chr17,5017073,5018076
Merged-chr17-5020809-1,chr17,5020709,5020909
Merged-chr17-5021231-1,chr17,5021131,5021331
Merged-chr17-5024557-3,chr17,5024434,5024677
Merged-chr17-5026820-1,chr17,5026720,5026920
Merged-chr17-5029186-1,chr17,5029086,5029286
Merged-chr17-5031023-1,chr17,5030923,5031123
Merged-chr17-5032855-3,chr17,5032714,5033031
Merged-chr17-5036401-16,chr17,5036266,5036571
Merged-chr17-5041756-2,chr17,5041589,5041923
Merged-chr17-5042110-5,chr17,5041936,5042295
Merged-chr17-5045515-1,chr17,5045415,5045615
Merged-chr17-5045980-1,chr17,5045880,5046080
Merged-chr17-5047251-1,chr17,5047151,5047351
Merged-chr17-5047578-3,chr17,5047460,5047704
Merged-chr17-5049915-1,chr17,5049815,5050015
Merged-chr17-5051656-1,chr17,5051556,5051756
Merged-chr17-5053351-3,chr17,5053084,5053585
Merged-chr17-5056125-1,chr17,5056025,5056225
Merged-chr17-5056444-1,chr17,5056344,5056544
Merged-chr17-5057582-1,chr17,5057482,5057682
Merged-chr17-5057790-1,chr17,5057690,5057890
Merged-chr17-5060858-11,chr17,5060596,5061196
Merged-chr17-5061903-2,chr17,5061800,5062006
Merged-chr17-5063764-16,chr17,5063542,5064092
Merged-chr17-5066770-1,chr17,5066670,5066870
Merged-chr17-5069718-2,chr17,5069579,5069858
Merged-chr17-5077343-2,chr17,5077210,5077477
Merged-chr17-5079693-1,chr17,5079593,5079793
Merged-chr17-5081150-1,chr17,5081050,5081250
Merged-chr17-5081467-1,chr17,5081367,5081567
Merged-chr17-5084439-3,chr17,5084253,5084660
Merged-chr17-5084777-1,chr17,5084677,5084877
Merged-chr17-5089020-5,chr17,5088879,5089158
Merged-chr17-5089786-23,chr17,5089445,5090005
Merged-chr17-5091664-6,chr17,5091387,5091927
Merged-chr17-5093511-12,chr17,5093105,5093846
Merged-chr17-5094909-4,chr17,5094762,5095040
Merged-chr17-5097664-4,chr17,5097403,5097878
Merged-chr17-5098293-2,chr17,5098161,5098426
Merged-chr17-5098944-7,chr17,5098789,5099185
Merged-chr17-5099405-1,chr17,5099305,5099505
Merged-chr17-5103167-1,chr17,5103067,5103267
Merged-chr17-5104815-1,chr17,5104715,5104915
Merged-chr17-5106610-1,chr17,5106510,5106710
Merged-chr17-5107017-1,chr17,5106917,5107117
Merged-chr17-5107888-14,chr17,5107568,5108284
Merged-chr17-5108508-1,chr17,5108408,5108608
Merged-chr17-5115451-1,chr17,5115351,5115551
Merged-chr17-5124826-2,chr17,5124694,5124959
Merged-chr17-5125425-31,chr17,5125174,5125609
Merged-chr17-5126244-10,chr17,5126052,5126396
Merged-chr17-5128255-1,chr17,5128155,5128355
Merged-chr17-5129728-1,chr17,5129628,5129828
Merged-chr17-5132837-1,chr17,5132737,5132937
Merged-chr17-5137414-1,chr17,5137314,5137514
Merged-chr17-5138995-39,chr17,5138699,5139237
Merged-chr17-5139774-1,chr17,5139674,5139874
Merged-chr17-5140773-1,chr17,5140673,5140873
Merged-chr17-5150926-5,chr17,5150755,5151113
Merged-chr17-5153084-1,chr17,5152984,5153184
Merged-chr17-5153982-1,chr17,5153882,5154082
Merged-chr17-5154288-1,chr17,5154188,5154388
Merged-chr17-5157670-1,chr17,5157570,5157770
Merged-chr17-5157979-2,chr17,5157855,5158103
Merged-chr17-5160430-1,chr17,5160330,5160530
Merged-chr17-5165479-38,chr17,5165111,5165947
Merged-chr17-5166294-4,chr17,5166162,5166452
Merged-chr17-5167034-1,chr17,5166934,5167134
Merged-chr17-5168279-1,chr17,5168179,5168379
Merged-chr17-5170391-1,chr17,5170291,5170491
Merged-chr17-5172496-1,chr17,5172396,5172596
Merged-chr17-5174735-2,chr17,5174591,5174879
Merged-chr17-5180251-1,chr17,5180151,5180351
Merged-chr17-5181183-16,chr17,5180845,5181571
Merged-chr17-5187709-4,chr17,5187596,5187817
Merged-chr17-5190040-107,chr17,5189691,5190412
Merged-chr17-5190805-2,chr17,5190636,5190974
Merged-chr17-5195631-45,chr17,5195454,5195895
Merged-chr17-5198552-1,chr17,5198452,5198652
Merged-chr17-5202050-27,chr17,5201924,5202262
Merged-chr17-5206071-1,chr17,5205971,5206171
Merged-chr17-5206965-2,chr17,5206835,5207095
Merged-chr17-5208588-6,chr17,5208475,5208703
Merged-chr17-5211099-3,chr17,5210898,5211272
Merged-chr17-5216545-1,chr17,5216445,5216645
Merged-chr17-5217124-1,chr17,5217024,5217224
Merged-chr17-5218039-3,chr17,5217907,5218156
Merged-chr17-5220672-1,chr17,5220572,5220772
Merged-chr17-5224517-1,chr17,5224417,5224617
Merged-chr17-5228268-1,chr17,5228168,5228368
Merged-chr17-5232195-1,chr17,5232095,5232295
Merged-chr17-5238943-32,chr17,5238657,5239200
Merged-chr17-5244759-1,chr17,5244659,5244859
Merged-chr17-5246278-1,chr17,5246178,5246378
Merged-chr17-5249193-4,chr17,5249057,5249315
Merged-chr17-5249478-2,chr17,5249352,5249604
Merged-chr17-5250052-2,chr17,5249863,5250241
Merged-chr17-5251237-1,chr17,5251137,5251337
Merged-chr17-5252633-9,chr17,5252480,5252780
Merged-chr17-5255674-3,chr17,5255561,5255800
Merged-chr17-5256004-1,chr17,5255904,5256104
Merged-chr17-5257155-1,chr17,5257055,5257255
Merged-chr17-5257432-1,chr17,5257332,5257532
Merged-chr17-5259410-1,chr17,5259310,5259510
Merged-chr17-5260598-1,chr17,5260498,5260698
Merged-chr17-5262218-1,chr17,5262118,5262318
Merged-chr17-5264570-1,chr17,5264470,5264670
Merged-chr17-5264974-1,chr17,5264874,5265074
Merged-chr17-5265329-1,chr17,5265229,5265429
Merged-chr17-5270367-1,chr17,5270267,5270467
Merged-chr17-5275140-1,chr17,5275040,5275240
Merged-chr17-5275821-1,chr17,5275721,5275921
Merged-chr17-5284829-2,chr17,5284656,5285003
Merged-chr17-5285688-1,chr17,5285588,5285788
Merged-chr17-5286017-1,chr17,5285917,5286117
Merged-chr17-5286402-1,chr17,5286302,5286502
Merged-chr17-5287059-1,chr17,5286959,5287159
Merged-chr17-5288273-1,chr17,5288173,5288373
Merged-chr17-5290197-1,chr17,5290097,5290297
Merged-chr17-5295839-42,chr17,5295691,5296149
Merged-chr17-5298263-1,chr17,5298163,5298363
Merged-chr17-5301191-1,chr17,5301091,5301291
Merged-chr17-5301845-1,chr17,5301745,5301945
Merged-chr17-5303169-1,chr17,5303069,5303269
Merged-chr17-5303537-30,chr17,5303297,5303800
Merged-chr17-5303904-1,chr17,5303804,5304004
Merged-chr17-5304918-1,chr17,5304818,5305018
Merged-chr17-5311202-1,chr17,5311102,5311302
Merged-chr17-5316667-5,chr17,5316463,5316832
Merged-chr17-5320618-1,chr17,5320518,5320718
Merged-chr17-5321661-1,chr17,5321561,5321761
Merged-chr17-5323744-1,chr17,5323644,5323844
Merged-chr17-5327480-1,chr17,5327380,5327580
Merged-chr17-5327993-2,chr17,5327846,5328141
Merged-chr17-5331284-1,chr17,5331184,5331384
Merged-chr17-5331543-3,chr17,5331417,5331679
Merged-chr17-5334844-1,chr17,5334744,5334944
Merged-chr17-5338972-1,chr17,5338872,5339072
Merged-chr17-5340033-2,chr17,5339858,5340208
Merged-chr17-5342234-1,chr17,5342134,5342334
Merged-chr17-5343746-1,chr17,5343646,5343846
Merged-chr17-5350270-1,chr17,5350170,5350370
Merged-chr17-5364348-1,chr17,5364248,5364448
Merged-chr17-5368284-1,chr17,5368184,5368384
Merged-chr17-5373826-1,chr17,5373726,5373926
Merged-chr17-5379033-1,chr17,5378933,5379133
Merged-chr17-5384250-1,chr17,5384150,5384350
Merged-chr17-5389610-1,chr17,5389510,5389710
Merged-chr17-5391663-2,chr17,5391523,5391804
Merged-chr17-5397628-34,chr17,5397391,5397813
Merged-chr17-5401296-1,chr17,5401196,5401396
Merged-chr17-5402235-34,chr17,5402089,5402377
Merged-chr17-5402857-8,chr17,5402734,5403008
Merged-chr17-5404980-1,chr17,5404880,5405080
Merged-chr17-5406844-39,chr17,5406685,5406981
Merged-chr17-5416921-1,chr17,5416821,5417021
Merged-chr17-5418671-2,chr17,5418546,5418796
Merged-chr17-5419191-1,chr17,5419091,5419291
Merged-chr17-5429606-55,chr17,5429456,5429815
Merged-chr17-5430952-1,chr17,5430852,5431052
Merged-chr17-5440497-47,chr17,5439854,5441000
Merged-chr17-5443191-1,chr17,5443091,5443291
Merged-chr17-5450066-1,chr17,5449966,5450166
